Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
Pirates of the Caribbean: The Curse of the Black Pearl,False,140000000,"['Adventure', 'Fantasy', 'Action']",22,tt0325980,en,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",47.32666500000001,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",2003-07-09,655011224.0,143.0,7.5,7191.0,53932.5
Harry Potter and the Philosopher's Stone,False,125000000,"['Adventure', 'Fantasy', 'Family']",671,tt0241527,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",38.187238,"['1492 Pictures', 'Warner Bros.', 'Heyday Films']",2001-11-16,976475550.0,152.0,7.5,7188.0,53910.0
The Wolf of Wall Street,False,100000000,"['Crime', 'Drama', 'Comedy']",106646,tt0993846,en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",16.382422000000002,"['Paramount Pictures', 'Appian Way', 'EMJAG Productions', 'Red Granite Pictures', 'Sikelia Productions']",2013-12-25,392000694.0,180.0,7.9,6768.0,53467.2
Skyfall,False,200000000,"['Action', 'Adventure', 'Thriller']",37724,tt1074638,en,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",20.309585,['Columbia Pictures'],2012-10-25,1108561013.0,143.0,6.9,7718.0,53254.2
Inside Out,False,175000000,"['Drama', 'Comedy', 'Animation', 'Family']",150540,tt2096673,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",23.985587,"['Walt Disney Pictures', 'Pixar Animation Studios']",2015-06-09,857611174.0,94.0,7.9,6737.0,53222.3
Captain America: Civil War,False,250000000,"['Adventure', 'Action', 'Science Fiction']",271110,tt3498820,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",145.882135,"['Studio Babelsberg', 'Marvel Studios', 'Walt Disney Studios Motion Pictures', 'Vita-Ray Dutch Productions (III)', 'Deluxe Digital Studios']",2016-04-27,1153304495.0,147.0,7.1,7462.0,52980.2
Inglourious Basterds,False,70000000,"['Drama', 'Action', 'Thriller', 'War']",16869,tt0361748,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",16.89564,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']",2009-08-18,319131050.0,153.0,7.9,6598.0,52124.2
The Godfather,False,6000000,"['Drama', 'Crime']",238,tt0068646,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,"['Paramount Pictures', 'Alfran Productions']",1972-03-14,245066411.0,175.0,8.5,6024.0,51204.0
Shutter Island,False,80000000,"['Drama', 'Thriller', 'Mystery']",11324,tt1130884,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,"['Paramount Pictures', 'Appian Way', 'Phoenix Pictures', 'Sikelia Productions']",2010-02-18,294804195.0,138.0,7.8,6559.0,51160.2
Avengers: Age of Ultron,False,280000000,"['Action', 'Adventure', 'Science Fiction']",99861,tt2395427,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",37.37942,"['Marvel Studios', 'Prime Focus', 'Revolution Sun Studios']",2015-04-22,1405403694.0,141.0,7.3,6908.0,50428.4
WALL·E,False,180000000,"['Animation', 'Family']",10681,tt0910970,en,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",16.088366,"['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']",2008-06-22,521311860.0,98.0,7.8,6439.0,50224.2
Back to the Future,False,19000000,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",105,tt0088763,en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",1985-07-03,381109762.0,116.0,8.0,6239.0,49912.0
The Hunger Games: Catching Fire,False,130000000,"['Adventure', 'Action', 'Science Fiction']",101299,tt1951264,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",25.309139,"['Lionsgate', 'Color Force']",2013-11-15,847423452.0,146.0,7.4,6656.0,49254.4
The Empire Strikes Back,False,18000000,"['Adventure', 'Action', 'Science Fiction']",1891,tt0080684,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",1980-05-17,538400000.0,124.0,8.2,5998.0,49183.6
Big Hero 6,False,165000000,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",177572,tt2245084,en,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",213.849907,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",2014-10-24,652105443.0,102.0,7.8,6289.0,49054.2
Harry Potter and the Deathly Hallows: Part 2,False,125000000,"['Family', 'Fantasy', 'Adventure']",12445,tt1201607,en,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,"['Warner Bros.', 'Heyday Films']",2011-07-07,1342000000.0,130.0,7.9,6141.0,48513.9
Logan,False,97000000,"['Action', 'Drama', 'Science Fiction']",263115,tt3315342,en,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",54.581996999999994,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'TSG Entertainment']",2017-02-28,616801808.0,137.0,7.6,6310.0,47956.0
Se7en,False,33000000,"['Crime', 'Mystery', 'Thriller']",807,tt0114369,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",18.45743,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",1995-09-22,327311859.0,127.0,8.1,5915.0,47911.5
The Revenant,False,135000000,"['Western', 'Drama', 'Adventure', 'Thriller']",281957,tt1663202,en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",23.501228,"['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']",2015-12-25,532950503.0,156.0,7.3,6558.0,47873.4
Finding Nemo,False,94000000,"['Animation', 'Family']",12,tt0266543,en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",25.497794,['Pixar Animation Studios'],2003-05-30,940335536.0,100.0,7.6,6292.0,47819.2
Gone Girl,False,61000000,"['Mystery', 'Thriller', 'Drama']",210577,tt2267998,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",154.80100900000005,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment', 'Artemple - Hollywood']",2014-10-01,369330363.0,145.0,7.9,6023.0,47581.7
Captain America: The First Avenger,False,140000000,"['Action', 'Adventure', 'Science Fiction']",1771,tt0458339,en,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",19.323582,"['Paramount Pictures', 'Marvel Studios']",2011-07-22,370569774.0,124.0,6.6,7174.0,47348.4
The Imitation Game,False,14000000,"['History', 'Drama', 'Thriller', 'War']",205596,tt2084970,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",31.59594,"['Black Bear Pictures', 'Bristol Automotive']",2014-11-14,233555708.0,113.0,8.0,5895.0,47160.0
Despicable Me,False,69000000,"['Animation', 'Family']",20352,tt1323594,en,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",22.274502,"['Universal Pictures', 'Illumination Entertainment']",2010-07-08,543513985.0,95.0,7.1,6595.0,46824.5
Harry Potter and the Prisoner of Azkaban,False,130000000,"['Adventure', 'Fantasy', 'Family']",673,tt0304141,en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,"['1492 Pictures', 'Heyday films', 'Warner Bros.']",2004-05-31,789804554.0,141.0,7.7,6037.0,46484.9
X-Men: Days of Future Past,False,250000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,tt1877832,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,26.058586,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']",2014-05-15,747862775.0,131.0,7.5,6155.0,46162.5
"Monsters, Inc.",False,115000000,"['Animation', 'Comedy', 'Family']",585,tt0198781,en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,"['Walt Disney Pictures', 'Pixar Animation Studios']",2001-11-01,562816256.0,92.0,7.5,6150.0,46125.0
Kingsman: The Secret Service,False,81000000,"['Crime', 'Comedy', 'Action', 'Adventure']",207703,tt2802144,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,28.224212,"['Twentieth Century Fox Film Corporation', 'Marv Films', 'TSG Entertainment', 'Cloudy Productions']",2015-01-29,414351546.0,130.0,7.6,6069.0,46124.4
Iron Man 2,False,200000000,"['Adventure', 'Action', 'Science Fiction']",10138,tt1228705,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",19.083344,['Marvel Studios'],2010-04-28,623933331.0,124.0,6.6,6969.0,45995.4
The Hangover,False,35000000,['Comedy'],18785,tt1119646,en,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",23.947351,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']",2009-06-05,459270619.0,100.0,7.2,6324.0,45532.8
