Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
X-Men: Days of Future Past,False,250000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,tt1877832,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,26.058586,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']",2014-05-15,747862775.0,131.0,7.5,6155.0,46162.5
Suicide Squad,False,175000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",297761,tt1386697,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",42.965027,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment']",2016-08-02,745600054.0,123.0,5.9,7717.0,45530.3
Harry Potter and the Chamber of Secrets,False,100000000,"['Adventure', 'Fantasy', 'Family']",672,tt0295297,en,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",29.741452,"['1492 Pictures', 'Heyday films', 'Warner Bros.']",2002-11-13,876688482.0,161.0,7.4,5966.0,44148.4
Thor,False,150000000,"['Adventure', 'Fantasy', 'Action']",10195,tt0800369,en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",29.158489000000007,['Marvel Studios'],2011-04-21,449326618.0,115.0,6.6,6678.0,44074.8
The Amazing Spider-Man,False,215000000,"['Action', 'Adventure', 'Fantasy']",1930,tt0948470,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",31.102267,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment']",2012-06-27,752215857.0,136.0,6.5,6734.0,43771.0
Harry Potter and the Goblet of Fire,False,150000000,"['Adventure', 'Fantasy', 'Family']",674,tt0330373,en,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",24.903058,"['Patalex IV Productions Limited', 'Warner Bros.', 'Heyday Films']",2005-11-05,895921036.0,157.0,7.5,5758.0,43185.0
Harry Potter and the Deathly Hallows: Part 1,False,250000000,"['Adventure', 'Fantasy', 'Family']",12444,tt0926084,en,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",23.300362,"['Warner Bros.', 'Heyday Films']",2010-10-17,954305868.0,146.0,7.5,5708.0,42810.0
Man of Steel,False,225000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",49521,tt0770828,en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",18.538834,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Cruel and Unusual Films']",2013-06-12,662845518.0,143.0,6.5,6462.0,42003.0
Doctor Strange,False,165000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",284052,tt1211837,en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",43.847654,"['Walt Disney Pictures', 'Marvel Studios']",2016-10-25,677718395.0,115.0,7.1,5880.0,41748.0
Harry Potter and the Order of the Phoenix,False,150000000,"['Adventure', 'Fantasy', 'Family', 'Mystery']",675,tt0373889,en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",21.3643,"['Warner Bros.', 'Heyday Films']",2007-06-28,938212738.0,138.0,7.4,5633.0,41684.2
Batman v Superman: Dawn of Justice,False,250000000,"['Action', 'Adventure', 'Fantasy']",209112,tt2975590,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",31.435879,"['DC Comics', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'RatPac-Dune Entertainment']",2016-03-23,873260194.0,151.0,5.7,7189.0,40977.3
Fantastic Beasts and Where to Find Them,False,180000000,"['Adventure', 'Family', 'Fantasy']",259316,tt3183660,en,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",41.05142100000001,"['Heyday films', 'Warner Bros.']",2016-11-16,809342332.0,133.0,7.2,5612.0,40406.4
Harry Potter and the Half-Blood Prince,False,250000000,"['Adventure', 'Fantasy', 'Family']",767,tt0417741,en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",19.083723000000006,"['Warner Bros.', 'Heyday Films']",2009-07-07,933959197.0,153.0,7.4,5435.0,40219.0
Pirates of the Caribbean: Dead Man's Chest,False,200000000,"['Adventure', 'Fantasy', 'Action']",58,tt0383574,en,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",29.455314,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",2006-06-20,1065659812.0,151.0,7.0,5380.0,37660.0
Beauty and the Beast,False,160000000,"['Family', 'Fantasy', 'Romance']",321612,tt2771200,en,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,287.253654,"['Walt Disney Pictures', 'Mandeville Films']",2017-03-16,1262886337.0,129.0,6.8,5530.0,37604.0
Spider-Man,False,139000000,"['Fantasy', 'Action']",557,tt0145487,en,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",29.413341,"['Columbia Pictures', 'Marvel Enterprises']",2002-05-01,821708551.0,121.0,6.8,5398.0,36706.4
Wonder Woman,False,149000000,"['Action', 'Adventure', 'Fantasy']",297762,tt0451279,en,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,294.337037,"['Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'TENCENT PICTURES', 'Wanda Pictures']",2017-05-30,820580447.0,141.0,7.2,5025.0,36180.0
The Hobbit: The Desolation of Smaug,False,250000000,"['Adventure', 'Fantasy']",57158,tt1170358,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",20.644776,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']",2013-12-11,958400000.0,161.0,7.6,4633.0,35210.8
V for Vendetta,False,54000000,"['Action', 'Thriller', 'Fantasy']",752,tt0434409,en,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",20.214422,"['Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Fünfte Babelsberg Film']",2006-03-15,132511035.0,132.0,7.7,4562.0,35127.4
The Hobbit: The Battle of the Five Armies,False,250000000,"['Action', 'Adventure', 'Fantasy']",122917,tt2310332,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",31.718977,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', '3Foot7', 'Metro-Goldwyn-Mayer (MGM)']",2014-12-10,956019788.0,144.0,7.1,4884.0,34676.4
The Green Mile,False,60000000,"['Fantasy', 'Drama', 'Crime']",497,tt0120689,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']",1999-12-10,284600000.0,189.0,8.2,4166.0,34161.2
Ratatouille,False,150000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",2062,tt0382932,en,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",20.50803,"['Walt Disney Pictures', 'Pixar Animation Studios']",2007-06-22,623722818.0,111.0,7.5,4510.0,33825.0
Thor: The Dark World,False,170000000,"['Action', 'Adventure', 'Fantasy']",76338,tt1981115,en,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",34.905446999999995,['Marvel Studios'],2013-10-29,644571402.0,112.0,6.8,4873.0,33136.4
Spirited Away,False,15000000,"['Fantasy', 'Adventure', 'Animation', 'Family']",129,tt0245429,ja,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048867,['Studio Ghibli'],2001-07-20,274925095.0,125.0,8.3,3968.0,32934.4
Pirates of the Caribbean: On Stranger Tides,False,380000000,"['Adventure', 'Action', 'Fantasy']",1865,tt1298650,en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",27.88772,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)']",2011-05-14,1045713802.0,136.0,6.4,5068.0,32435.2
How to Train Your Dragon,False,165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']",10191,tt0892769,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",14.416681,"['DreamWorks Animation', 'Vertigo Entertainment', 'Mad Hatter Entertainment']",2010-03-05,494878759.0,98.0,7.5,4319.0,32392.5
Maleficent,False,180000000,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",102651,tt1587310,en,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",19.467404,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']",2014-05-28,758539785.0,97.0,7.0,4607.0,32249.0
Pirates of the Caribbean: At World's End,False,300000000,"['Adventure', 'Fantasy', 'Action']",285,tt0449088,en,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",31.363664,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",2007-05-19,961000000.0,169.0,6.9,4627.0,31926.300000000007
Brave,False,185000000,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",62177,tt1217209,en,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",15.876341,"['Walt Disney Pictures', 'Pixar Animation Studios']",2012-06-21,538983207.0,93.0,6.7,4760.0,31892.0
