Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
Searching for Sugar Man,False,0,"['Documentary', 'Music']",84334,tt2125608,en,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez. The film won Best Documentary at the 85th Academy Awards.",6.245191,"['Passion Pictures', 'Red Box Films', 'Canfield Pictures']",2012-06-30,0.0,85.0,7.9,286.0,2259.4
Inside Job,False,2000000,['Documentary'],44639,tt1645089,en,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",10.30535,"['Sony Pictures Classics', 'Sony Pictures Home Entertainment']",2010-10-08,7871522.0,109.0,7.7,287.0,2209.9
Jackass: The Movie,False,5000000,"['Documentary', 'Comedy']",9012,tt0322802,en,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",14.095586,"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions', 'Lynch Siderow Productions']",2002-10-21,64282312.0,87.0,6.1,355.0,2165.5
Cobain: Montage of Heck,False,0,"['Music', 'Documentary']",319075,tt4229236,en,The authorized documentary on late Guitar/lead singer Kurt Cobain from his early days in Aberdeen Washington to his success and downfall with Grunge band Nirvana.,6.516131,"['HBO Documentary Films', 'Public Road Productions']",2015-03-23,0.0,132.0,7.5,284.0,2130.0
Man on Wire,False,0,"['Thriller', 'Documentary', 'Crime', 'History']",14048,tt1155592,en,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",8.359021,"['UK Film Council', 'Red Box Films', 'Discovery Films', 'BBC Storyville', 'Wall to Wall']",2008-07-25,2957978.0,94.0,7.5,282.0,2115.0
The Imposter,False,0,"['Documentary', 'Drama']",84287,tt1966604,en,"It’s 1994: a 13-year-old boy disappears from his home in San Antonio, Texas. Three and a half years later, he is found alive, thousands of miles away, in Spain. Disoriented and quivering with fear, he divulges his shocking story of kidnap and torture. His family is overjoyed to bring him home. But all is not what it seems. Sure, he has the same tattoos, but he looks decidedly different, and he now speaks with a strange accent. Why doesn't the family seem to notice these glaring inconsistencies? It's only when an investigator starts asking questions that this astounding true story takes an even stranger turn.",8.970709,"['A&E IndieFilms', 'Film4', 'Protagonist Pictures', 'Randy Murray Productions', '24 Seven Productions', 'RAW']",2012-07-13,0.0,95.0,7.4,273.0,2020.2
Jackass Number Two,False,11000000,"['Action', 'Comedy', 'Documentary']",12094,tt0493430,en,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",7.915367999999999,['Paramount Pictures'],2006-09-22,72778712.0,95.0,6.4,306.0,1958.4
The Cove,False,0,['Documentary'],23128,tt1313104,en,"The Cove tells the amazing true story of how an elite team of individuals, films makers and free divers embarked on a covert mission to penetrate the hidden cove in Japan, shining light on a dark and deadly secret. The shocking discoveries were only the tip of the iceberg.",12.492389,"['Diamond Docs', 'Fish Films', 'Oceanic Preservation Society', 'Quickfire Films', 'Participant Media']",2009-07-31,1162422.0,92.0,7.9,241.0,1903.9
Jiro Dreams of Sushi,False,0,['Documentary'],80767,tt1772925,en,"JIRO DREAMS OF SUSHI is the story of 85 year-old Jiro Ono, considered by many to be the world’s greatest sushi chef. He is the proprietor of Sukiyabashi Jiro, a 10-seat, sushi-only restaurant inauspiciously located in a Tokyo subway station. Despite its humble appearances, it is the first restaurant of its kind to be awarded a prestigious 3 star Michelin review, and sushi lovers from around the globe make repeated pilgrimage, calling months in advance and shelling out top dollar for a coveted seat at Jiro’s sushi bar.",7.7894130000000015,"['Sundial Pictures', 'Preferred Content']",2011-06-11,2550508.0,82.0,7.8,239.0,1864.2
Sicko,False,9000000,['Documentary'],2359,tt0386032,en,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.",6.7660860000000005,['The Weinstein Company'],2007-05-18,24538513.0,123.0,7.3,241.0,1759.3
An Inconvenient Truth,False,1000000,['Documentary'],1781,tt0497116,en,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,6.684925,"['Lawrence Bender Productions', 'Paramount Classics', 'Participant Media']",2006-01-24,46243000.0,100.0,6.7,257.0,1721.9
This Is It,False,60000000,"['Music', 'Documentary']",13576,tt1477715,en,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",7.015456,['Columbia Pictures'],2009-10-28,0.0,111.0,6.7,253.0,1695.1
One Direction: This Is Us,False,10000000,"['Documentary', 'Music']",164558,tt2515086,en,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",5.988929,"['Columbia Pictures', 'Sony Pictures']",2013-08-28,0.0,92.0,8.0,209.0,1672.0
"Food, Inc.",False,0,['Documentary'],18570,tt1286537,en,"Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.",6.931952000000001,['Magnolia Pictures'],2008-09-07,0.0,94.0,7.3,223.0,1627.9
The Act of Killing,False,1000000,['Documentary'],123678,tt2375605,id,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.",6.373118,"['Spring Films', 'Final Cut for Real', 'Piraya Film A/S', 'Novaya Zemlya']",2012-08-31,444575.0,115.0,7.5,213.0,1597.5
Before the Flood,False,0,"['Documentary', 'TV Movie']",410718,tt5929776,en,"A look at how climate change affects our environment and what society can do prevent the demise of endangered species, ecosystems, and native communities across the planet.",5.812786,"['Appian Way', 'National Geographic Channel', 'RatPac Documentary Films']",2016-10-21,0.0,93.0,7.9,200.0,1580.0
Grizzly Man,False,0,['Documentary'],501,tt0427312,en,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",8.535339,['Discovery Docs'],2005-08-12,0.0,103.0,7.3,213.0,1554.9
Planet Earth,False,0,['Documentary'],192040,tt0795176,en,"A documentary miniseries described by its makers as ""the definitive look at the diversity of our planet"". Each 50 minute episode features a global overview of a different biome or habitat on Earth (Polar, Mountain, Cave, Desert, Plains, Fresh Water, Seas, Ocean, Forest), followed by a ten-minute featurette which takes a behind-the-scenes look at the challenges of filming the episode.",4.501137,"['BBC', 'Discovery Channel', 'NHK']",2006-12-10,0.0,550.0,8.8,176.0,1548.8000000000004
Indie Game: The Movie,False,0,['Documentary'],80215,tt1942884,en,"Indie Game: The Movie is a feature documentary about video games, their creators and the craft. The film follows the dramatic journeys of video game developers as they create and release their games to the world. The film tells the emotional story of friends Edmund McMillen &amp; Tommy Refenes, as they craft their first Xbox game: ""Super Meat Boy"". It follows Phil Fish, the creator of the highly-anticipated game: ""FEZ"". After 4 years of working in near solitude, Phil reveals his opus to the public for the first time. And, the film tells the surprising story of one of the highest-rated video games of all time:""Braid"". The film is about making video games, but at its core, it's about the creative process, and exposing yourself through your work. In short: Making fun and games is anything but fun and games.",7.843916,['BlinkWorks Media'],2012-05-18,0.0,96.0,7.4,208.0,1539.2
Religulous,False,0,"['Comedy', 'Documentary']",13007,tt0815241,en,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.",9.045712,['Lions Gate Films'],2008-10-01,0.0,101.0,7.2,200.0,1440.0
Home,False,0,['Documentary'],62320,tt1014762,fr,"With aerial footage from 54 countries, Home is a depiction of how the Earth's problems are all interlinked.",6.05028,"['Europa Corp.', 'Elzévir Films', 'France 2 (FR2)']",2009-06-03,0.0,95.0,7.9,181.0,1429.9
The Internet's Own Boy: The Story of Aaron Swartz,False,0,"['Crime', 'Documentary']",250658,tt3268458,en,Programming prodigy and information activist Aaron Swartz achieved groundbreaking work in social justice and political organizing. His passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.,6.114898,"['Participant Media', 'FilmBuff', 'Luminant Media', 'Unjustus Films']",2014-06-27,48911.0,105.0,7.8,180.0,1404.0
Jodorowsky's Dune,False,0,"['Documentary', 'Drama']",191720,tt1935156,en,"Shot in France, England, Switzerland and the United States, this documentary covers director Alejandro Jodorowsky (El Topo, Holy Mountain, Santa Sangre) and his 1974 Quixotic attempt to adapt the seminal sci-fi novel Dune into a feature film. After spending 2 years and millions of dollars, the massive undertaking eventually fell apart, but the artists Jodorowsky assembled for the legendary project continued to work together. This group of artists, or his “warriors” as Jodorowsky named them, went on to define modern sci-fi cinema with such films as Alien, Blade Runner, Star Wars and Total Recall.",6.1844199999999985,"['Caméra One', 'Snowfort Pictures', 'Endless Picnic']",2013-08-30,0.0,90.0,8.1,172.0,1393.2
Samsara,False,4000000,"['Drama', 'Documentary']",89708,tt0770802,en,"Samsara is a word that describes the ever turning wheel of life. It is a concept both intimate and vast - the perfect subject for filmmakers Ron Fricke and Mark Magidson, whose previous collaborations include Chronos and Baraka, and who, in the last 20 years, have travelled to over 58 countries together in the pursuit of unique imagery.  Samsara takes the form of a nonverbal, guided meditation that will transform viewers in countries around the world as they are swept along a journey of the soul. Through powerful images pristinely photographed in 70mm and a dynamic music score, the film illuminates the links between humanity and the rest of the nature, showing how our life cycle mirrors the rhythm of the planet.",9.491177,['Magidson Films'],2011-09-16,0.0,102.0,8.0,169.0,1352.0
Room 237,False,0,['Documentary'],84330,tt2085910,en,"A subjective documentary that explores various theories about hidden meanings in Stanley Kubrick's classic film The Shining. Five very different points of view are illuminated through voice over, film clips, animation and dramatic reenactments.",6.1548440000000015,"['Highland Park Classics', 'IFC Midnight']",2012-10-26,0.0,102.0,6.2,212.0,1314.4
Catfish,False,30000,['Documentary'],42296,tt1584016,en,"Nev, a 24-year-old New York-based photographer, has no idea what he's in for when Abby, an eight-year-old girl from rural Michigan, contacts him on Facebook, seeking permission to paint one of his photographs. When he receives her remarkable painting, Nev begins a friendship and correspondence with Abby's family. But things really get interesting when he develops a cyber-romance with Abby's attractive older sister, Megan, a musician and model. Prompted by some startling revelations about Megan, Nev and his buddies embark on a road trip in search of the truth.",5.174738,['Hit the Ground Running Films'],2010-09-17,3045943.0,87.0,6.5,201.0,1306.5
Baraka,False,4000000,['Documentary'],14002,tt0103767,en,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",9.925348,['Magidson Films'],1992-09-15,0.0,96.0,8.0,156.0,1248.0
Life Itself,False,0,['Documentary'],250766,tt2382298,en,"Life Itself recounts the surprising and entertaining life of renowned film critic and social commentator Roger Ebert. The film details his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",7.615552,"['Film Rites', 'Kartemquin Films', 'CNN Films']",2014-07-04,0.0,120.0,7.7,160.0,1232.0
Dear Zachary: A Letter to a Son About His Father,False,0,"['Crime', 'Documentary']",15584,tt1152758,en,"In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child.",5.531686,['MSNBC Films'],2008-10-31,0.0,95.0,8.4,146.0,1226.4
Zeitgeist,False,7000000,"['Documentary', 'History']",13016,tt1166827,en,"Zeitgeist: the Movie is a 2007 documentary film by Peter Joseph examining possible historical and modern conspiracies surrounding Christianity, the September 11, 2001 terrorist attacks and the Federal Reserve bank. It was officially released online on June 18, 2007 on www.ZeitgeistMovie.com",4.777597,['Gentle Machine Productions LLC'],2007-06-01,0.0,118.0,7.0,173.0,1211.0
