Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
Sherlock Holmes,False,90000000,"['Action', 'Adventure', 'Crime', 'Mystery']",10528,tt0988045,en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",15.68604,"['Village Roadshow Pictures', 'Silver Pictures', 'Warner Bros.', 'Internationale Filmproduktion Blackbird Dritte', 'Wigram Productions']",2009-12-23,524028679.0,128.0,7.0,5883.0,41181.0
Now You See Me,False,75000000,"['Thriller', 'Crime']",75656,tt1670345,en,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,17.852022,"['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']",2013-05-29,117698894.0,115.0,7.3,5635.0,41135.5
Kill Bill: Vol. 1,False,30000000,"['Action', 'Crime']",24,tt0266697,en,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",25.261865,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",2003-10-10,180949000.0,111.0,7.7,5091.0,39200.7
The Silence of the Lambs,False,19000000,"['Crime', 'Drama', 'Thriller']",274,tt0102926,en,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,"['Orion Pictures', 'Strong Heart/Demme Production']",1991-02-01,272742922.0,119.0,8.1,4549.0,36846.9
Fast & Furious 6,False,160000000,"['Action', 'Thriller', 'Crime']",82992,tt1905041,en,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",1.6576369999999998,"['Universal Studios', 'Universal Pictures', 'Original Film', 'One Race Productions', 'Fuji Television Network', 'Dentsu', 'Relativity Media', 'Etalon film', 'F & F VI Productions A.I.E']",2013-05-06,788679850.0,130.0,6.7,5282.0,35389.4
Leon: The Professional,False,16000000,"['Thriller', 'Crime', 'Drama']",101,tt0110413,fr,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,"['Columbia Pictures', 'Gaumont']",1994-09-14,45284974.0,110.0,8.2,4293.0,35202.6
The Departed,False,90000000,"['Drama', 'Thriller', 'Crime']",1422,tt0407887,en,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",18.515448000000006,"['Vertigo Entertainment', 'Media Asia Films', 'Warner Bros.', 'Initial Entertainment Group (IEG)', 'Plan B Entertainment']",2006-10-05,289847354.0,151.0,7.9,4455.0,35194.5
The Green Mile,False,60000000,"['Fantasy', 'Drama', 'Crime']",497,tt0120689,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']",1999-12-10,284600000.0,189.0,8.2,4166.0,34161.2
Kick-Ass,False,28000000,"['Action', 'Crime']",23483,tt1250777,en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,"['Lionsgate', 'Marv Films']",2010-03-22,96188903.0,117.0,7.1,4747.0,33703.7
The Hateful Eight,False,44000000,"['Crime', 'Drama', 'Mystery', 'Western']",273248,tt3460252,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,20.328822,"['Double Feature Films', 'The Weinstein Company', 'FilmColony']",2015-12-25,155760117.0,167.0,7.6,4405.0,33478.0
Kill Bill: Vol. 2,False,30000000,"['Action', 'Crime', 'Thriller']",393,tt0378194,en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",21.533072,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",2004-04-16,152159461.0,136.0,7.7,4061.0,31269.7
Reservoir Dogs,False,1200000,"['Crime', 'Thriller']",500,tt0105236,en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,"['Live Entertainment', 'Lionsgate', 'Dog Eat Dog Productions Inc.']",1992-09-02,14661007.0,99.0,8.1,3821.0,30950.1
Catch Me If You Can,False,52000000,"['Drama', 'Crime']",640,tt0264464,en,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",19.833077,"['Kemp Company', 'Splendid Pictures', 'Parkes/MacDonald Productions']",2002-12-25,352114312.0,141.0,7.7,3917.0,30160.9
Spectre,False,245000000,"['Action', 'Adventure', 'Crime']",206647,tt2379713,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",24.926577,"['Columbia Pictures', 'Danjaq', 'B24']",2015-10-26,880674609.0,148.0,6.3,4552.0,28677.6
The Godfather: Part II,False,13000000,"['Drama', 'Crime']",240,tt0071562,en,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",36.629307,"['Paramount Pictures', 'The Coppola Company']",1974-12-20,47542841.0,200.0,8.3,3418.0,28369.4
Drive,False,15000000,"['Drama', 'Action', 'Thriller', 'Crime']",64690,tt0780504,en,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,15.388875,"['Bold Films', 'Marc Platt Productions', 'Odd Lot Entertainment', 'FilmDistrict', 'Motel Movies', 'Newbridge Film Capital']",2011-08-06,78054825.0,100.0,7.4,3832.0,28356.800000000007
21 Jump Street,False,42000000,"['Action', 'Comedy', 'Crime']",64688,tt1232829,en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",11.250764,"['Columbia Pictures', 'Original Film', 'Stephen J. Cannell Productions', 'Relativity Media', 'Metro-Goldwyn-Mayer (MGM)']",2012-03-12,201585328.0,109.0,6.7,4151.0,27811.7
Sherlock Holmes: A Game of Shadows,False,125000000,"['Adventure', 'Action', 'Crime', 'Mystery']",58574,tt1515091,en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",18.695329,"['Village Roadshow Pictures', 'Silver Pictures', 'Lin Pictures', 'Warner Bros.', 'Wigram Productions']",2011-11-22,334615000.0,129.0,7.0,3971.0,27797.0
Ocean's Eleven,False,85000000,"['Thriller', 'Crime']",161,tt0240772,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",12.114932,"['Village Roadshow Pictures', 'Section Eight', 'NPV Entertainment', 'Jerry Weintraub Productions', 'Warner Bros.', 'WV Films II']",2001-12-07,450717150.0,116.0,7.2,3857.0,27770.4
The Usual Suspects,False,6000000,"['Drama', 'Crime', 'Thriller']",629,tt0114814,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",16.302466,"['Blue Parrot Productions', 'Bad Hat Harry Productions']",1995-07-19,23341568.0,106.0,8.1,3334.0,27005.4
Nightcrawler,False,8500000,"['Crime', 'Drama', 'Thriller']",242582,tt2872718,en,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",21.277073,"['Bold Films', 'Sierra / Affinity']",2014-10-23,38697217.0,117.0,7.6,3475.0,26410.0
GoodFellas,False,25000000,"['Drama', 'Crime']",769,tt0099685,en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",15.424092000000002,['Winkler Films'],1990-09-12,46836394.0,145.0,8.2,3211.0,26330.2
The Fate of the Furious,False,250000000,"['Action', 'Crime', 'Thriller']",337339,tt4630562,en,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",48.573287,"['Universal Pictures', 'Original Film', 'One Race Films']",2017-04-12,1238764765.0,136.0,6.8,3803.0,25860.4
Prisoners,False,46000000,"['Drama', 'Thriller', 'Crime']",146233,tt1392214,en,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",11.96262,"['Alcon Entertainment', 'Madhouse Entertainment', '8:38 Productions']",2013-09-18,122126687.0,153.0,7.9,3183.0,25145.7
Scarface,False,25000000,"['Action', 'Crime', 'Drama', 'Thriller']",111,tt0086250,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,['Universal Pictures'],1983-12-08,65884703.0,170.0,8.0,3017.0,24136.0
No Country for Old Men,False,25000000,"['Crime', 'Drama', 'Thriller']",6977,tt0477348,en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",15.565484,"['Miramax Films', 'Scott Rudin Productions', 'Paramount Vantage', 'Mike Zoss Productions']",2007-11-08,171600000.0,122.0,7.7,3083.0,23739.1
22 Jump Street,False,50000000,"['Crime', 'Comedy', 'Action']",187017,tt2294449,en,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",10.901496,"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",2014-06-05,188441614.0,112.0,7.0,3375.0,23625.0
The Big Lebowski,False,15000000,"['Comedy', 'Crime']",115,tt0118715,en,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",15.952524,"['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']",1998-03-06,46189568.0,117.0,7.8,3001.0,23407.8
The Fast and the Furious,False,38000000,"['Action', 'Crime', 'Thriller']",9799,tt0232500,en,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",1.406181,"['Universal Pictures', 'Original Film', 'Ardustry Entertainment', 'Mediastream Film GmbH & Co. Productions KG']",2001-06-22,207283925.0,106.0,6.6,3485.0,23001.0
Snatch,False,10000000,"['Thriller', 'Crime']",107,tt0208092,en,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",14.014025,"['Columbia Pictures Corporation', 'Screen Gems', 'SKA Films']",2000-09-01,83557872.0,103.0,7.7,2953.0,22738.1
