Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
V for Vendetta,False,54000000,"['Action', 'Thriller', 'Fantasy']",752,tt0434409,en,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",20.214422,"['Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Fünfte Babelsberg Film']",2006-03-15,132511035.0,132.0,7.7,4562.0,35127.4
I Am Legend,False,150000000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",6479,tt0480249,en,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",11.379355,"['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films', 'Overbrook Entertainment']",2007-12-14,585349010.0,101.0,6.9,4977.0,34341.3
Memento,False,9000000,"['Mystery', 'Thriller']",77,tt0209144,en,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789000000002,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",2000-10-11,39723096.0,113.0,8.1,4168.0,33760.8
Black Swan,False,13000000,"['Drama', 'Thriller']",44214,tt0947798,en,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",12.989056,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures', 'Cross Creek Pictures']",2010-12-02,327803731.0,108.0,7.3,4562.0,33302.6
Dawn of the Planet of the Apes,False,170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",119450,tt2103281,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",75.385211,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']",2014-06-26,710644566.0,130.0,7.3,4511.0,32930.3
Terminator 2: Judgment Day,False,100000000,"['Action', 'Thriller', 'Science Fiction']",280,tt0103064,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,"['Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions']",1991-07-01,520000000.0,137.0,7.7,4274.0,32909.8
Taken,False,25000000,"['Action', 'Thriller']",8681,tt0936501,en,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",16.367481,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'Wintergreen Productions', 'All Pictures Media']",2008-02-18,226830568.0,93.0,7.2,4444.0,31996.8
Looper,False,30000000,"['Action', 'Thriller', 'Science Fiction']",59967,tt1276104,en,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",12.727269,"['Endgame Entertainment', 'FilmDistrict', 'DMG Entertainment', 'Ram Bergman Productions']",2012-09-26,47042000.0,118.0,6.6,4777.0,31528.2
The Shining,False,19000000,"['Horror', 'Thriller']",694,tt0081505,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",19.611589,"['Hawk Films', 'Warner Bros.', 'Peregrine']",1980-05-22,44017374.0,144.0,8.1,3890.0,31509.0
Kill Bill: Vol. 2,False,30000000,"['Action', 'Crime', 'Thriller']",393,tt0378194,en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",21.533072,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",2004-04-16,152159461.0,136.0,7.7,4061.0,31269.7
Split,False,9000000,"['Horror', 'Thriller']",381288,tt4972582,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",28.920839,"['Universal Pictures', 'Blumhouse Productions', 'Blinding Edge Pictures']",2016-11-15,276921998.0,117.0,7.0,4461.0,31227.0
Rise of the Planet of the Apes,False,93000000,"['Thriller', 'Action', 'Drama', 'Science Fiction']",61791,tt1318514,en,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",41.613762,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Big Screen Productions']",2011-08-03,482860185.0,105.0,7.0,4452.0,31164.0
The Terminator,False,6400000,"['Action', 'Thriller', 'Science Fiction']",218,tt0088247,en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']",1984-10-26,78371200.0,108.0,7.4,4208.0,31139.2
