Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
Jaws,False,7000000,"['Horror', 'Thriller', 'Adventure']",578,tt0073195,en,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",19.726114000000006,"['Universal Pictures', 'Zanuck/Brown Productions']",1975-06-18,470654000.0,124.0,7.5,2628.0,19710.0
Hansel & Gretel: Witch Hunters,False,50000000,"['Fantasy', 'Horror', 'Action']",60304,tt1428538,en,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",10.337211,"['Paramount Pictures', 'Studio Babelsberg', 'MTV Films', 'Gary Sanchez Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Deutsche Filmförderfonds (DFFF)']",2013-01-17,224803475.0,88.0,5.7,3290.0,18753.0
Shaun of the Dead,False,4000000,"['Horror', 'Comedy']",747,tt0365748,en,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",14.902948,"['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'Film4', 'Working Title Films', 'WT2 Productions', 'De Wolfe Music', 'Inside Track 2']",2004-04-09,30039392.0,99.0,7.5,2479.0,18592.5
Warm Bodies,False,35000000,"['Horror', 'Comedy', 'Romance']",82654,tt1588173,en,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",10.430238,['Summit Entertainment'],2013-01-31,116980662.0,97.0,6.4,2698.0,17267.2
Saw,False,1200000,"['Horror', 'Mystery', 'Crime']",176,tt0387564,en,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",23.508433,"['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw Productions Inc.']",2004-10-01,103911669.0,103.0,7.2,2255.0,16236.0
The Exorcist,False,8000000,"['Drama', 'Horror', 'Thriller']",9552,tt0070047,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",12.137595,"['Warner Bros.', 'Hoya Productions']",1973-12-26,441306145.0,122.0,7.5,2046.0,15345.0
The Cabin in the Woods,False,30000000,"['Horror', 'Thriller']",22970,tt1259521,en,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",14.811958,"['Lionsgate', 'Mutant Enemy Productions']",2012-04-12,66486080.0,95.0,6.6,2314.0,15272.4
Alien: Covenant,False,97000000,"['Horror', 'Science Fiction', 'Thriller']",126889,tt2316204,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",72.884078,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Brandywine Productions', 'TSG Entertainment']",2017-05-09,232380243.0,122.0,5.7,2677.0,15258.9
Dracula Untold,False,70000000,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",49017,tt0829150,en,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",16.316318,"['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu', 'Michael De Luca Productions']",2014-10-01,215529201.0,92.0,6.2,2439.0,15121.8
The Purge,False,3000000,"['Science Fiction', 'Horror', 'Thriller']",158015,tt2184339,en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",23.207663,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions', '20th Century Fox Russia']",2013-05-31,89328627.0,86.0,6.0,2498.0,14988.0
The Conjuring 2,False,40000000,['Horror'],259693,tt3065204,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,14.767317000000002,"['New Line Cinema', 'Dune Entertainment', 'The Safran Company', 'Evergreen Media Group', 'warner bross Turkey', 'Soho VFX', 'Atomic Monster']",2016-05-13,320170008.0,134.0,7.0,2018.0,14126.0
Resident Evil,False,33000000,"['Horror', 'Action', 'Science Fiction']",1576,tt0120804,en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",7.781292999999999,"['Impact Pictures', 'Davis-Films', 'New Legacy', 'Constantin Film Produktion']",2002-03-15,102984862.0,100.0,6.4,2100.0,13440.0
The Purge: Anarchy,False,9000000,"['Horror', 'Thriller']",238636,tt2975578,en,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",27.756026,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions', '5150 Action']",2014-07-17,108782847.0,104.0,6.6,2008.0,13252.8
28 Days Later,False,5000000,"['Horror', 'Thriller', 'Science Fiction']",170,tt0289043,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",17.656951,"['DNA Films', 'British Film Council']",2002-10-31,82719885.0,113.0,7.1,1816.0,12893.6
The Thing,False,15000000,"['Horror', 'Mystery', 'Science Fiction']",1091,tt0084787,en,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,16.83125,"['Universal Pictures', 'Turman-Foster Company']",1982-06-25,19629760.0,109.0,7.8,1629.0,12706.2
Blade,False,45000000,"['Horror', 'Action']",36647,tt0120611,en,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",15.043454,"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces', 'Marvel Enterprises']",1998-08-21,131183530.0,120.0,6.5,1950.0,12675.0
The Others,False,0,"['Horror', 'Drama', 'Mystery', 'Thriller']",1933,tt0230600,en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",11.046007,"['Cruise/Wagner Productions', 'Canal Plus', 'Sogecine', 'Las Producciones del Escorpion', 'Lucky Red', 'Dimension Films', 'Miramax']",2001-08-02,0.0,101.0,7.4,1708.0,12639.2
It Follows,False,2000000,"['Horror', 'Thriller']",270303,tt3235888,en,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",20.359336,"['Northern Lights Films', 'Animal Kingdom', 'Two Flints']",2015-02-04,14674076.0,100.0,6.6,1894.0,12500.4
Life,False,58000000,"['Horror', 'Science Fiction', 'Thriller']",395992,tt5442430,en,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",36.263803,"['Columbia Pictures', 'Skydance Productions', 'Sony Pictures Entertainment (SPE)', 'Nvizage']",2017-03-22,100541806.0,103.0,6.3,1959.0,12341.7
The Babadook,False,2000000,"['Drama', 'Thriller', 'Horror']",242224,tt2321549,en,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",8.832788,"['South Australian Film Corporation', 'Screen Australia', 'Smoking Gun Productions', 'Causeway Films']",2014-05-22,6676471.0,93.0,6.5,1890.0,12285.0
Don't Breathe,False,9900000,"['Crime', 'Horror', 'Thriller']",300669,tt4160708,en,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,25.869882999999998,"['Ghost House Pictures', 'Sony Pictures Releasing', 'Screen Gems', 'Stage 6 Films', 'Good Universe', 'Blind Man Productions']",2016-08-25,157100845.0,88.0,6.7,1830.0,12261.0
Sweeney Todd: The Demon Barber of Fleet Street,False,50000000,"['Drama', 'Horror', 'Music']",13885,tt0408236,en,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",10.038401,"['Warner Bros.', 'DreamWorks Pictures', 'Tim Burton Productions', 'Zanuck Company, The', 'Parkes+MacDonald Image Nation']",2007-12-20,152000000.0,116.0,7.0,1745.0,12215.0
Constantine,False,100000000,"['Drama', 'Fantasy', 'Horror']",561,tt0360486,en,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",9.615691,"['Village Roadshow Pictures', 'DC Comics', 'Lonely Film Productions GmbH & Co. KG.', ""Donners' Company"", 'Branded Entertainment/Batfilm Productions', 'Weed Road Pictures', '3 Art Entertainment', 'Di Bonaventura Pictures', 'Warner Bros.']",2005-02-08,230884728.0,121.0,6.6,1837.0,12124.2
Insidious,False,1500000,"['Horror', 'Thriller']",49018,tt1591095,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",17.24814,"['Alliance Films', 'IM Global', 'Stage 6 Films', 'Haunted Movies']",2010-09-13,97009150.0,103.0,6.8,1775.0,12070.0
Underworld: Awakening,False,70000000,"['Fantasy', 'Action', 'Horror']",52520,tt1496025,en,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",12.345348,"['Lakeshore Entertainment', 'Saturn Films', 'Screen Gems', 'Sketch Films', 'UW4 Productions']",2012-01-19,160112671.0,88.0,6.1,1885.0,11498.5
From Dusk Till Dawn,False,19000000,"['Horror', 'Action', 'Thriller', 'Crime']",755,tt0116367,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",15.339153,"['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",1996-01-19,25836616.0,108.0,6.9,1644.0,11343.6
Gremlins,False,11000000,"['Fantasy', 'Horror', 'Comedy']",927,tt0087363,en,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",11.333125,"['Amblin Entertainment', 'Warner Bros.']",1984-06-07,153083102.0,106.0,6.9,1629.0,11240.1
Evil Dead,False,17000000,['Horror'],109428,tt1288558,en,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",12.01525,"['TriStar Pictures', 'Ghost House Pictures', 'FilmDistrict']",2013-04-05,97542952.0,91.0,6.4,1754.0,11225.6
Interview with the Vampire,False,60000000,"['Horror', 'Romance']",628,tt0110148,en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",11.970205,['Geffen Pictures'],1994-11-11,223664608.0,123.0,7.2,1558.0,11217.6
The Ring,False,48000000,"['Horror', 'Mystery']",565,tt0298130,en,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",13.740965,"['DreamWorks SKG', 'BenderSpink', 'Parkes+MacDonald Image Nation']",2002-10-18,249348933.0,115.0,6.5,1720.0,11180.0
