Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,weightedRating
X-Men: Days of Future Past,False,250000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,tt1877832,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,26.058586,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']",2014-05-15,747862775.0,131.0,7.5,6155.0,46162.5
Kingsman: The Secret Service,False,81000000,"['Crime', 'Comedy', 'Action', 'Adventure']",207703,tt2802144,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,28.224212,"['Twentieth Century Fox Film Corporation', 'Marv Films', 'TSG Entertainment', 'Cloudy Productions']",2015-01-29,414351546.0,130.0,7.6,6069.0,46124.4
Iron Man 2,False,200000000,"['Adventure', 'Action', 'Science Fiction']",10138,tt1228705,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",19.083344,['Marvel Studios'],2010-04-28,623933331.0,124.0,6.6,6969.0,45995.4
Suicide Squad,False,175000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",297761,tt1386697,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",42.965027,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment']",2016-08-02,745600054.0,123.0,5.9,7717.0,45530.3
Captain America: The Winter Soldier,False,170000000,"['Action', 'Adventure', 'Science Fiction']",100402,tt1843866,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",18.717704,['Marvel Studios'],2014-03-20,714766572.0,136.0,7.6,5881.0,44695.6
Thor,False,150000000,"['Adventure', 'Fantasy', 'Action']",10195,tt0800369,en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",29.158489000000007,['Marvel Studios'],2011-04-21,449326618.0,115.0,6.6,6678.0,44074.8
Gladiator,False,103000000,"['Action', 'Drama', 'Adventure']",98,tt0172495,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,"['DreamWorks SKG', 'Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz']",2000-05-01,457640427.0,155.0,7.9,5566.0,43971.4
The Amazing Spider-Man,False,215000000,"['Action', 'Adventure', 'Fantasy']",1930,tt0948470,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",31.102267,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment']",2012-06-27,752215857.0,136.0,6.5,6734.0,43771.0
Life of Pi,False,120000000,"['Adventure', 'Drama', 'Action']",87827,tt0454876,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",14.045042,"['Ingenious Film Partners', 'Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Big Screen Productions', 'Haishang Films']",2012-11-20,609016565.0,127.0,7.2,5912.0,42566.4
Ant-Man,False,130000000,"['Science Fiction', 'Action', 'Adventure']",102899,tt0478970,en,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,['Marvel Studios'],2015-07-14,519311965.0,117.0,7.0,6029.0,42203.0
Man of Steel,False,225000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",49521,tt0770828,en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",18.538834,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Cruel and Unusual Films']",2013-06-12,662845518.0,143.0,6.5,6462.0,42003.0
