Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Woyzeck,False,0,"['Drama', 'Foreign', 'Horror']",48199,tt0111749,en,"Lajos Kovács (WINGS OF DESIRE) stars as the misused Woyzeck, who ekes out a miserable existence sweeping train tracks, running errands for a bullying army captain and acting as a human guinea pig for a local doctor with ideas about free will. When his common-law wife begins an affair with a local cop, Woyzeck's pocket Bible and near-starvation diet point him on a downward spiral of twisted redemption.",0.226192,,1994-02-07,0.0,93.0,8.3
Ward 13,False,0,"['Animation', 'Horror', 'Action', 'Comedy']",48585,tt0379000,en,"After a car accident, Ben wakes up in hospital. Not knowing where he is or what is going on, he starts exploring the corridors...only to find that the staff don't have his health in mind! The hapless patient must pull himself together and do everything he can to escape. It's an action/horror/comedy — ending with the wheelchair chase from hell!",0.17899,,2003-01-01,0.0,15.0,8.2
The Shining,False,19000000,"['Horror', 'Thriller']",694,tt0081505,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",19.611589,"['Hawk Films', 'Warner Bros.', 'Peregrine']",1980-05-22,44017374.0,144.0,8.1
Michael Jackson's Thriller,False,1100000,"['Horror', 'Music']",92060,tt0088263,en,A night at the movies turns into a nightmare when Michael and his date are attacked by a hoard of bloody-thirsty zombies.,17.85649,['Optimum Productions'],1983-12-02,0.0,13.0,8.1
Forklift Driver Klaus: The First Day on the Job,False,0,"['Horror', 'Comedy']",9677,tt0289477,de,Short film depicting a fictional educational film about fork lift truck operational safety. The dangers of unsafe operation are presented in gory details.,3.067015,"['Rough Trade Distribution GmbH', 'Anolis Entertainment', 'e-m-s GmbH']",2001-08-08,0.0,10.0,8.1
Spoiler,False,0,"['Science Fiction', 'Thriller', 'Horror']",28646,tt0120187,en,"Roger Mason is a prisoner locked away in a futuristic fortress of a jail. Desperate to escape and see his daughter, he keeps making attempt after attempt to break free, but each one is foiled just as he's about to gain his freedom. As his punishments include being frozen in suspended animation for years at a time, he stays the same age while his daughter grows older. As more time keeps being added to his sentence, he despairs of ever getting out.",0.972229,['Ed Ancoats Inc.'],1998-09-15,0.0,99.0,8.0
The Ghost Story of Oiwa's Spirit,False,0,['Horror'],198225,tt0122564,ja,"Yotsuya Kaidan, the story of Oiwa and Tamiya Iemon, is a tale of betrayal, murder and ghostly revenge. Arguably the most famous Japanese ghost story of all time, it has been adapted for film over 30 times, and continues to be an influence on Japanese horror today.Written in 1825 by Tsuruya Nanboku IV as a kabuki play, the original title was Tōkaidō Yotsuya Kaidan.",0.13967000000000002,['Toei Company'],1961-01-01,0.0,94.0,8.0
A Reflection of Fear,False,0,['Horror'],104644,tt0070599,en,"A young girl lives with her mother and grandmother. One day her estranged father returns home with a female companion he introduces as his fiance. Soon the girl finds herself in the midst of strange goings-on, which evolve into a web of crime and murder.",0.045860000000000005,,1973-02-12,0.0,89.0,8.0
Midnight Ride,False,0,"['Thriller', 'Action', 'Horror']",31942,tt0100148,en,"A house wife just left her cop husband, when she picks up Justin McKay she'll wish she never did as she's plunged into a nightmare and the grip of a psychotic killer.",0.766401,,1990-01-01,0.0,93.0,8.0
Julie Darling,False,2000000,"['Drama', 'Horror', 'Thriller']",81475,tt0084182,en,A teenage girl whose inaction caused her mother's death arranges a similarly gruesome fate for her stepmother and brother.,0.079137,"['TAT Filmproduktion', 'Cinequity Corporation']",1983-03-01,0.0,100.0,8.0
The Man Without a Face,False,0,"['Crime', 'Drama', 'Horror']",210653,tt0043647,es,A faceless killer who hunts women can only be stopped by a detective with a disturbing past.,0.917711,['Oro Films'],1950-07-29,0.0,91.0,8.0
Sombre,False,0,"['Drama', 'Horror']",56653,tt0166808,fr,A serial killer stalks sisters he befriended after their car broke down.,0.865784,"['Arte', 'Canal+', 'Centre National de la Cinématographie (CNC)']",1998-08-06,0.0,112.0,8.0
Dreadnaught,False,0,"['Crime', 'Action', 'Thriller', 'Horror']",64305,tt0083352,cn,"A short-tempered, violent criminal named ""White Tiger"" is on the run from the police and joins a theater troupe for disguise, killing anyone who angers him or who suspects his identity. One person he unsuccessfully tries to kill several times is a cowardly laundry man named ""Mousy"" who manages to escape mostly by running and hiding. When a very close friend of Mousy's is killed by the White Tiger, Mousy overcomes his cowardliness enough to seek revenge. Spectacular martial arts and acrobatics highlight the film, including a well choreographed fight between two pairs of men in dragon costume.",0.412425,['Golden Harvest Productions'],1981-03-26,0.0,91.0,8.0
Blood of the Beasts,False,0,"['Documentary', 'Horror']",91262,tt0041842,fr,"An early example of ultra-realism, this movie contrasts the quiet, bucolic life in the outskirts of Paris with the harsh, gory conditions inside the nearby slaughterhouses. Describes the fate of the animals and that of the workers in graphic detail.",1.235239,['Forces et voix de la France'],1949-01-01,0.0,20.0,8.0
Ghost of Love,False,0,"['Romance', 'Drama', 'Horror', 'Mystery']",116997,tt0082364,it,"After witnessing the brutal murder of an elderly lady, a man has an encounter with a bizarre woman who claims to be an old lover of his... A lover who apparently committed suicide years ago.",0.5344220000000001,"['Bayerischer Rundfunk (BR)', 'Dean Film', 'Roxy-Film GmbH & Co. KG']",1981-04-03,0.0,96.0,8.0
The Sleepover,False,0,"['Comedy', 'Horror']",141210,tt2250194,en,"The town of Derry has a secret, but no one told the new kid. It's gonna be a long night.",0.135596,,2013-10-12,0.0,6.0,8.0
