Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Gold,False,0,"['Crime', 'Science Fiction']",170309,tt0025189,de,"Using an atomic reactor, Two scientists try to create gold.",0.259029,['Universum Film (UFA)'],1934-03-29,0.0,120.0,9.0
Poolside,False,400,"['Crime', 'Drama']",123634,tt2142618,en,"Two boys clean pools in the summer, and criticize  the rich folk these pools belong to.",0.088651,,2012-01-01,0.0,15.0,9.0
London Spy,False,0,"['Romance', 'Crime', 'Drama', 'Mystery', 'Thriller']",370722,tt4108134,en,"A romance between an MI6 code genius and an ordinary man promises happiness. But tragedy strikes when the spy dies in suspicious circumstances, forcing his lover to pursue the truth behind his death.",1.1196,['Working Title Television'],2015-11-09,0.0,300.0,8.8
Confession,False,0,['Crime'],284152,tt3957986,en,"Hyun-tae, In-chul and Min-soo have been best friends since childhood. Hyun-tae is a paramedic with a daughter in kindergarten, In-chul is a con man who works at an insurance company, and Min-soo is a small business owner. Hyun-tae's mother, who owns an illegal gambling arcade, asks In-chul to stage a robbery/arson of her arcade to get an insurance settlement. But after that results in her accidental death, the friends have a falling out and their relationships with each other are forever changed.",0.455081,"['CJ Entertainment', 'Opus Pictures']",2014-07-10,0.0,114.0,8.8
The Gazebo,False,0,"['Comedy', 'Crime']",1789,tt0052837,en,TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.,1.527735,"['Metro-Goldwyn-Mayer (MGM)', 'Avon Productions (II)']",1959-12-16,0.0,100.0,8.7
Extraordinary Mission,False,0,"['Action', 'Crime', 'Thriller']",445224,tt6690310,zh,"‘Extraordinary Mission’ is a new Chinese action thriller directed by Alan Mak (‘Infernal Affairs’) and Anthony Pun.  The film revolves an undercover police officer who attempts to take down a drug trafficking syndicate from the inside. The cast includes Huang Xuan, Duan Yihong, Lang Yueting, Zu Feng, Xing Jia-Dong, and David Wang.",2.552316,"['Pop Movies', '北京完美影视传媒有限责任公司', 'CMC Pictures']",2017-03-31,0.0,117.0,8.7
Rick and Morty: State of Georgia Vs. Denver Fenton Allen,False,0,"['Comedy', 'Crime']",412103,tt5950978,en,"A faithful, word-for-word recreation of one colorful day in the American court system.",0.760622,"['Williams Street', 'Harmonius Claptrap', 'Starburns Industries', ""Justin Roiland's Solo Vanity Card Productions""]",2016-07-24,0.0,10.0,8.7
The Sky Dragon,False,0,"['Adventure', 'Comedy', 'Crime']",90955,tt0041882,en,"All the passengers on an airplane headed for San Francisco are drugged, and when they wake up, it is discovered that a quarter-million dollars is missing. Charlie Chan--and, of course, his #1 son--must discover the identity of the person who doped the passengers and stole the money.",0.267863,,1949-04-27,0.0,64.0,8.5
Nick the Sting,False,0,['Crime'],127092,tt0074137,en,"Nick Hezard, a young con man, wants to avenge the death of a friend of his and organizes a swindle trying to cheat Robert Turner, an American businessman he thinks responsible for his friend's death. He succeeds in getting a hundred thousand swiss francs and uses them to carry out the second part of his plan.",0.16433599999999998,,1976-09-14,0.0,94.0,8.5
Revenge,False,0,"['Action', 'Crime', 'Thriller']",224079,tt0078162,ro,"""Revansa"" (Revenge) appeared not so long after the preview movie of the series, ""Un comisar acuza"" (The Police Inspector Calls). In this sequel we meet up with police inspector Tudor Moldovan, once again, who wasn't actually killed and who has returned to put an end to Paraipan's actions once and for all. When Paraipan kidnaps Moldovan's kid, the police inspector makes up his mind to punish Paraipan and his bosses and to finish off the fascist movement, lead by Zavoianu and his allies. Together with the communist that fight to gain power, Moldovan takes out his enemies one by one.",0.070329,['Casa de Filme 5'],1978-11-12,0.0,0.0,8.5
A Commissioner's Accusations,False,0,"['Action', 'Crime', 'Thriller']",224089,tt0069909,ro,"The Iron Guard, also known as Legion of Archangel Michael, was a Romanian nationalist and patriotic movement of extreme right; as such, after it rose to power, it supported Nazi Germany and started a fierce campaign of retaliation against its political enemies. As such, in the night of November 26-27, 1940, the Death Teams executed forty political prisoners in the Jilava prison (in the movie, named ""Viraga""), and next day, other two Teams arrested and shot the former minister Virgil Madgearu and the world famous historian Nicolae Iorga. To squash down the political outcry, the Police Prefect Stefan Zävoianu conveniently assigns the cases to a commissioner from the ""Morals Division"" (prostitution, thieves), Tudor Moldovan, hoping that he will fail to get to the bottom of the case. However, Moldovan has communist sympathies, so he quickly comes under the influence of the Bolshevik Pîrvu, who had escaped during the Viraga...",0.022989,['Romania Film'],1974-07-31,0.0,114.0,8.5
The Most Beautiful Wife,False,0,"['Crime', 'Drama']",152846,tt0232114,it,"Based on the story of Franca Viola and Filippo Melodia. In Sicily, as a Mafia boss leaves for prison, he advises Vito, a young man who's his potential successor, to marry a virtuous and poor woman. Vito's eye settles on Francesca, only 15, but lovely and self-possessed. Among her virtues are high self worth and forthright speech, so although she falls in love with Vito, she won't bow down to him. Believing he's losing face, he has his boys kidnap her and he rapes her. Then, he tells her he'll still marry her. Instead, she files charges. Her parents, brother, and neighbors refuse to support her. Will she break?",0.317226,"[""Explorer Film '58"", 'Produzioni Atlas Consorziate (P.A.C.)']",1970-03-12,0.0,108.0,8.5
OSS 117: Mission for a Killer,False,0,"['Action', 'Crime']",111480,tt0059206,fr,A secret agent is dispatched to find a rare and valuable drug.,0.169425,,1965-07-02,0.0,99.0,8.5
Whiffs,False,0,"['Crime', 'Comedy']",180929,tt0073891,en,Elliott Gould steals Army nerve gas to help him rob banks when he’s kicked out of the military after 15 years of service as a human guinea pig in its chemical warfare experiments.,0.6409090000000001,['Brut Productions'],1975-10-15,0.0,91.0,8.5
The Legend of Nigger Charley,False,0,"['Western', 'Action', 'Crime']",87788,tt0068838,en,A trio of runaway slaves evade authorities in the Old West.,0.129052,['Paramount Pictures'],1972-03-16,0.0,98.0,8.5
The Shawshank Redemption,False,25000000,"['Drama', 'Crime']",278,tt0111161,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,"['Castle Rock Entertainment', 'Warner Bros.']",1994-09-23,28341469.0,142.0,8.5
The Godfather,False,6000000,"['Drama', 'Crime']",238,tt0068646,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,"['Paramount Pictures', 'Alfran Productions']",1972-03-14,245066411.0,175.0,8.5
Dear Zachary: A Letter to a Son About His Father,False,0,"['Crime', 'Documentary']",15584,tt1152758,en,"In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child.",5.531686,['MSNBC Films'],2008-10-31,0.0,95.0,8.4
A Brighter Summer Day,False,0,"['Crime', 'Drama', 'Romance']",15804,tt0101985,zh,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",3.248978,"['Yang & His Gang Filmmakers', 'Jane Balfour Films']",1991-07-27,0.0,237.0,8.4
Pixote,False,0,"['Crime', 'Drama']",42148,tt0082912,pt,"Pixote, a 10-year-old runaway boy, is arrested on the streets of Sao Paulo during a police round-up homeless people. Pixote endures torture, degradation and corruption at a local youth detention center where two of the runaways are murdered by policemen who frame Lilica, a 17-year-old transvesite hustler. Pixote helps Lilica and three other boys escape where they make their living by the life of crime which only escalates to more violence and death.",2.112848,"['HB Filmes', 'Embrafilme']",1981-05-08,0.0,128.0,8.4
You and Me,False,0,"['Drama', 'Crime']",45971,tt0030996,en,"Mr. Morris, the owner of a large metropolitan department store, gives jobs to paroled ex-convicts in an effort to help them reform and go straight. Among his 'employed-prison-graduates' are Helen Roberts and Joe Dennis, working as sales clerks. Joe is in love with Helen and asks her to marry him, but she is forbidden to marry as she is still on parole, but she says yes and they are married. In spite of their poverty-level life, their marriage is a happy one until Joe discovers she has lied about her past, in order to marry him. Disillusioned, he leaves, goes back to his old gang and plans to rob the department store.",0.5175390000000001,['Paramount Pictures'],1938-06-03,0.0,90.0,8.4
Charlie Chan at the Wax Museum,False,0,"['Crime', 'Mystery', 'Drama', 'Thriller', 'Comedy']",38457,tt0032324,en,"A wax museum run by a demented doctor contains statues of such crime figures as Jack the Ripper and Bluebeard. In addition to making wax statues the doctor performs plastic surgery. It is here that an arch fiend takes refuge. The museum also houses a statue of Charlie. Frustrated number-two son kicks statue in rear; oops, number-two son wrong in his assumption",0.514756,['Twentieth Century Fox Film Corporation'],1940-09-06,0.0,63.0,8.4
Pulp Fiction,False,8000000,"['Thriller', 'Crime']",680,tt0110912,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.95023600000005,"['Miramax Films', 'A Band Apart', 'Jersey Films']",1994-09-10,213928762.0,154.0,8.3
Stunt Squad,False,0,"['Action', 'Crime', 'Thriller']",106970,tt0078336,it,"Fed up with the murderous shenanigans of Valli’s protection racket, police chief Grifi assembles an ace team of stunt trained police officers to tackle the mob!",0.0008439999999999999,"['PAC', 'Atlas Film']",1977-07-27,0.0,92.0,8.3
The Godfather: Part II,False,13000000,"['Drama', 'Crime']",240,tt0071562,en,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",36.629307,"['Paramount Pictures', 'The Coppola Company']",1974-12-20,47542841.0,200.0,8.3
Once Upon a Time in America,False,30000000,"['Drama', 'Crime']",311,tt0087843,en,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",32.182851,"['Warner Bros.', 'The Ladd Company']",1984-02-16,0.0,229.0,8.3
The Duel,False,0,"['Thriller', 'Action', 'Crime', 'Mystery']",224063,tt0082300,ro,"Officer Moldovan must solve the case of a robbery. Credit Central Bank was robbed fast and hard by a gang of professionals. Moldovan is trying to catch the man behind Rica Pasarin, the gang leader, by using his brother, who is a pickpocket thief.",0.038308,['Casa de Filme 5'],1981-06-14,0.0,110.0,8.3
