Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Once Upon a Time in the West,False,5000000,['Western'],335,tt0064116,it,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,15.589351,"['Paramount Pictures', 'Rafran Cinematografica', 'Finanzia San Marco']",1968-12-21,5321508.0,175.0,8.1
"The Good, the Bad and the Ugly",False,1200000,['Western'],429,tt0060196,it,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",16.788787,"['United Artists', 'Constantin Film Produktion', 'Produzioni Europee Associati (PEA)', 'Arturo González Producciones Cinematográficas S.A.']",1966-12-23,6000000.0,161.0,8.1
The Virginian,False,0,['Western'],42616,tt0020556,en,A good-natured cowboy who is romancing the new schoolmarm has a crisis of conscience when he discovers his best friend is engaged in cattle rustling.,0.037264,['Paramount Pictures'],1929-11-09,0.0,91.0,8.0
Johnny Yuma,False,0,"['Action', 'Drama', 'Western']",91060,tt0061846,it,"Infidelity, murder, and betrayal lies at the center of this violent Spaghetti western. A scheming wife does away with her husband, causing the man's heir to seek revenge. A number of double-crosses and bloody gun battles follow, eventually driving the woman to flee into the desert.",0.076034,"['West Film', 'Tiger Film']",1966-08-11,0.0,100.0,8.0
In the West There Was a Man Named Invincible,False,0,"['Western', 'Comedy']",146970,tt0071766,it,,0.519918,,1973-05-03,0.0,87.0,8.0
Redland,False,0,"['Western', 'Drama']",246415,tt0963328,en,"As a family struggles to survive in rural isolation during the Great Depression, their daughter's secret affair begins a journey into the unknown.",0.088812,['Zyzak Film Company'],2009-03-11,0.0,105.0,8.0
The Treasure of the Sierra Madre,False,3800000,"['Action', 'Adventure', 'Drama', 'Western']",3090,tt0040897,en,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",8.070589,['Warner Bros.'],1948-01-24,4307000.0,126.0,7.9
The Ox-Bow Incident,False,0,"['Action', 'Drama', 'Western']",980,tt0036244,en,"Gil Carter and Art Croft ride into a small Nevada town plagued by cattle thieves. Initially suspected of being the rustlers themselves, Carter and Croft eventually join a posse out to get the criminals, who also may be involved in a recent shooting. When the posse closes in on a group that could be the fugitives, they must decide on a course of action, with numerous lives hanging in the balance.",5.546182,['Twentieth Century Fox Film Corporation'],1943-03-11,0.0,75.0,7.9
Borrowed Time,False,0,"['Animation', 'Drama', 'Western']",421281,tt4874696,en,"A weathered Sheriff returns to the remains of an accident he has spent a lifetime trying to forget. With each step forward, the memories come flooding back. Faced with his mistake once again, he must find the strength to carry on.",3.7334400000000003,['Quorum Films'],2015-10-31,0.0,7.0,7.8
Django Unchained,False,100000000,"['Drama', 'Western']",68718,tt1853728,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",19.785025,"['Columbia Pictures', 'The Weinstein Company']",2012-12-25,425368238.0,165.0,7.8
The Big Country,False,0,"['Drama', 'Western', 'Romance']",12501,tt0051411,en,"Retired, wealthy sea Captain Jame McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it.",4.671032,['United Artists'],1958-09-30,0.0,165.0,7.8
For a Few Dollars More,False,600000,['Western'],938,tt0059578,it,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",13.295342000000002,"['Constantin Film Produktion', 'Produzioni Europee Associati (PEA)']",1965-12-18,15000000.0,132.0,7.8
Into the West,False,0,"['Adventure', 'Drama', 'Western']",17800,tt0409572,en,"Steven Spielberg executive produced this TNT miniseries about American Westward expansion during the 19th century. Told from both the perspective of the white Wheeler family and the Native American Lakota tribe, the 12-hour epic follows the clans as they struggle to find their place in a country confounded by turmoil and change.",0.920023,,2005-06-10,0.0,552.0,7.8
"Duck, You Sucker",False,0,['Western'],336,tt0067140,it,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",9.611094,"['United Artists', 'Rafran Cinematografica', 'Euro International Films']",1971-10-20,0.0,157.0,7.7
Unforgiven,False,14000000,['Western'],33,tt0105695,en,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",10.942149,"['Malpaso Productions', 'Warner Bros.']",1992-08-07,159157447.0,131.0,7.7
The Searchers,False,3750000,['Western'],3114,tt0049730,en,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",7.803856,"['C.V. Whitney Pictures', 'Warner Bros.']",1956-03-13,0.0,119.0,7.7
The Wild Bunch,False,6244087,"['Adventure', 'Western']",576,tt0065214,en,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",11.722424,['Warner Brothers/Seven Arts'],1969-06-17,638641.0,145.0,7.7
High Noon,False,730000,['Western'],288,tt0044706,en,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,16.715935,"['United Artists', 'Stanley Kramer Productions']",1952-03-27,8000000.0,85.0,7.6
Stagecoach,False,531374,"['Adventure', 'Western']",995,tt0031971,en,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others.",7.970461999999999,['United Artists'],1939-03-02,1103757.0,96.0,7.6
The Hateful Eight,False,44000000,"['Crime', 'Drama', 'Mystery', 'Western']",273248,tt3460252,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,20.328822,"['Double Feature Films', 'The Weinstein Company', 'FilmColony']",2015-12-25,155760117.0,167.0,7.6
A Fistful of Dollars,False,200000,['Western'],391,tt0058461,it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",12.429704,"['United Artists', 'Constantin Film Produktion', 'Jolly Film', 'Ocean Films']",1964-09-12,14500000.0,99.0,7.6
Johnny Guitar,False,0,"['Drama', 'Western']",26596,tt0047136,en,"On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.",4.918293,['Republic Pictures'],1954-05-26,0.0,110.0,7.6
Dances with Wolves,False,22000000,"['Adventure', 'Drama', 'Western']",581,tt0099348,en,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",11.654349,"['Tig Productions', 'Majestic Films International']",1990-11-09,424208848.0,181.0,7.6
Rio Bravo,False,0,['Western'],301,tt0053221,en,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",10.847383,['Warner Bros.'],1959-03-17,5800000.0,141.0,7.6
Jeremiah Johnson,False,0,"['Adventure', 'Western']",11943,tt0068762,en,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,4.711031,"['Warner Bros.', 'Sanford Productions (III)']",1972-09-10,0.0,108.0,7.5
Wanted,False,0,"['Drama', 'Western', 'Romance', 'Action']",112570,tt0062047,en,"Giuliano Gemma, elected sheriff by his small town, is unjustly accused of murder and forced to flee. The man behind the false charge is a lurid figure who leads a band of cattle rustlers. Our hero tries to prove his innocence by getting rid of his enemies one by one. -From http://www.spaghetti-western.net",0.9252739999999999,['Documento Film'],1967-03-22,0.0,104.0,7.5
Lonesome Dove Church,False,0,['Western'],326045,tt3447676,en,The true story of the formation of the Lonesome Dove Church in Texas.,0.676407,"['Nasser Group, North']",2014-08-04,0.0,90.0,7.5
My Darling Clementine,False,0,"['Drama', 'Western']",3088,tt0038762,en,"Wyatt Earp and his brothers Morgan and Virgil ride into Tombstone and leave brother James in charge of their cattle herd. On their return they find their cattle stolen and James dead. Wyatt takes on the job of town marshal, making his brothers deputies, and vows to stay in Tombstone until James' killers are found. He soon runs into the brooding, coughing, hard-drinking Doc Holliday as well as the sullen and vicious Clanton clan. Wyatt discovers the owner of a trinket stolen from James' dead body and the stage is set for the Earps' long-awaited revenge.",8.869419,['Twentieth Century Fox Film Corporation'],1946-12-03,0.0,97.0,7.5
The Great Silence,False,0,"['Action', 'Drama', 'Western']",9028,tt0063032,it,"A mute gunslinger fights in the defense of a group of outlaws and a vengeful young widow, against a group of ruthless bounty hunters.",3.237317,"['Les Films Corona', 'Adelphia Compagnia Cinematografica']",1968-02-21,0.0,100.0,7.5
My Little Chickadee,False,0,"['Comedy', 'Western']",29353,tt0032828,en,"Set in the American Old West of the 1880s, Miss Flower Belle Lee (Mae West) is on her way to visit relatives out west. While she is traveling on a stagecoach a masked bandit on horseback holds up the stage for its shipment of gold. As he makes his getaway with the gold, he takes Flower Belle with him. Flower Belle then walks into town under suspicion of being in collusion with the bandit.",0.732382,['Universal Pictures'],1940-02-09,0.0,83.0,7.5
