Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Patient Zero,False,0,"['Action', 'Drama', 'Horror', 'Thriller']",295011,tt3458254,en,"After an unprecedented global pandemic has turned the majority of humankind into violent ""Infected,"" a man gifted with the ability to speak the Infected's new language leads the last survivors on a hunt for Patient Zero and a cure.",1.0834540000000001,"['Screen Gems', 'Vincent Newman Entertainment']",,0.0,0.0,10.0
"Oh, Bomb!",False,0,"['Music', 'Comedy', 'Action', 'Crime']",87296,tt0307937,ja,"During the mayoral election, two ex-prisoners decide to replace the lucky pen of an annoying candidate with a mini-bomb",0.039782,['Toho Company'],1964-04-18,0.0,95.0,10.0
Argo 2,False,0,"['Action', 'Comedy', 'Crime']",338312,tt3117504,hu,,0.4994,,2015-04-30,0.0,0.0,9.3
The River Thief,False,0,"['Crime', 'Action', 'Adventure']",414779,tt5664502,en,"Diz (Joel Courtney) is a reckless teenage drifter living life on the run. Abandoned by his parents as a child, he looks out for himself and doesn't accept handouts. He takes whatever he wants and runs. Jaded and determined to answer to no one, Diz lives a life marked by thievery and abandonment. Things change for Diz when he floats into a small town on the Snake River. There he is confronted by an unflappable old man named Marty and falls for Marty's guarded granddaughter, Selah. When Diz robs a local drug-dealing crazy, he becomes the owner of a giant pile of cash and the target of two vicious killers. With more money than he knows what to do with, and criminals at his heels, Diz puts the people he's learned to care about in danger, still trying to win Selah. But some things can't be stolen or bought. The River Thief is a film about guilt, self-sacrifice, and accepting life as a gift.",0.45732700000000004,,2016-10-14,0.0,97.0,9.3
One Man's Hero,False,0,"['Western', 'Action', 'Drama', 'History']",69848,tt0120775,en,"One Man's Hero tells the little-known story of the ""St. Patrick's Battalion"" or ""San Patricios,"" a group of mostly Irish and other immigrants of the Catholic faith who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican-American War. The plot centers around the personal story of John Riley, an Irishman who had been a sergeant in the American Army who is commissioned as a captain in the Mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border",0.996778,"['Filmax', 'Silver Lion Films', 'Televisa S.A. de C.V.', 'Arco Films S.L', 'Hool/Macdonald Productions', 'Producciones San Patricia']",1999-08-02,0.0,121.0,9.3
Bloodfight,False,0,['Action'],41289,tt0140859,en,"Master martial artist Masahiro Kai is a shadow of the champion fighter and trainer he once was. After his protégé was slain in a no-holds-barred, underground fight by the incomparable Chang Lee, Kai slips into a numbing alcohol-induced stupor to try to forget the past.",0.255977,['Kurata Film Company'],1989-06-24,0.0,100.0,9.0
Say Nothing,False,0,"['Action', 'Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",53670,tt0288808,en,"Housewife Grace Needham (Nastassja Kinski) has a one-night stand with Julian Grant (William Baldwin), who then becomes obsessed with sinking her marriage to husband Matt (Hart Bochner). The twist here is that Julian is a millionaire global powerbroker, and Matt works for him! It's a titanic battle of testosterone as the guys duke it out while Grace simmers angrily.",0.229743,,2001-08-01,0.0,94.0,9.0
To Be the Best,False,0,['Action'],55505,tt0108346,fr,"Eric Kulhane, a member of the U.S. Kickboxing Team, lets his quick temper and obsessive love for beautiful Cheryl make him the perfect target for blackmail. In order to stop ruthless gambler from rigging the World Championship and killing Cheryl, Eric and his father, his American teammates and their most feared Chinese opponents join for an explosive climax which rocks the Las Vegas Strip.",0.00195,['PM Entertainment Group'],1993-08-03,0.0,99.0,9.0
From Mexico With Love,False,0,"['Action', 'Adventure', 'Drama']",32286,tt0457355,en,A washed-up trainer takes a self-destructive young boxer under his wing.,0.309273,,2009-03-15,0.0,96.0,9.0
Frontier,False,0,"['Adventure', 'Action']",369336,tt0288024,en,"Strangers in a strange land, Bulbovia’s dimmest explorers attempt to dutifully colonize a new world but soon find their buttoned-up shirts and rational thoughts melting away into beetle-eating, tree-molesting, wife-swapping chaos.",0.037821,,2001-03-09,0.0,82.0,9.0
"Fuse, Memoirs of the Hunter Girl",False,0,"['Action', 'Animation', 'Drama', 'History']",204755,tt2403867,ja,"In Kyokutei Bakin's classic Japanese epic novel Nansou Satomi Hakkenden, eight samurai serve the Satomi clan during Japan's tumultuous Sengoku (Warring States) era. The Edo-era samurai are the reincarnations of the spirits that Princess Fuse mothered with a dog named Yatsufusa. In Fuse Gansaku: Satomi Hakkenden, the female hunter Hamaji comes to her brother in order to hunt Fuse. Thus, the karmic cycle of retribution that began long ago with the Satomi family begins anew.  Fuse were hybrid creatures of humans and dogs in the Edo period. As there were rumors saying that they killed humans and ate their souls, the Shogun Government offered high bounty for hunting them.  Hamaji was a young female huntress living in the rural part of Mutsu while her brother Dousetsu was living in Edo. The story began as Hamaji went to Edo in order to help his brother to earn some bounty. But in Edo, she met a mysterious young men being chased by others. His name was Shino ...",1.342165,"['Asmik Ace Entertainment', 'TMS Entertainment']",2012-10-20,0.0,110.0,8.8
Extraordinary Mission,False,0,"['Action', 'Crime', 'Thriller']",445224,tt6690310,zh,"‘Extraordinary Mission’ is a new Chinese action thriller directed by Alan Mak (‘Infernal Affairs’) and Anthony Pun.  The film revolves an undercover police officer who attempts to take down a drug trafficking syndicate from the inside. The cast includes Huang Xuan, Duan Yihong, Lang Yueting, Zu Feng, Xing Jia-Dong, and David Wang.",2.552316,"['Pop Movies', '北京完美影视传媒有限责任公司', 'CMC Pictures']",2017-03-31,0.0,117.0,8.7
Onimasa: A Japanese Godfather,False,0,"['Action', 'Foreign']",107641,tt0163777,ja,"Onimasa is the egocentric boss of a small yakuza clan on Shikoku Island, whose criminal duties conflict with his self-image as a chivalrous samurai. His struggles with his boss, the Shikoku Godfather, and the tumultuous life of his adopted daughter, Matsue, form the backdrop of this epic tale of justice, obedience, and bloody vengeance.",0.662763,['Toei Company'],1982-06-05,0.0,146.0,8.5
Revenge,False,0,"['Action', 'Crime', 'Thriller']",224079,tt0078162,ro,"""Revansa"" (Revenge) appeared not so long after the preview movie of the series, ""Un comisar acuza"" (The Police Inspector Calls). In this sequel we meet up with police inspector Tudor Moldovan, once again, who wasn't actually killed and who has returned to put an end to Paraipan's actions once and for all. When Paraipan kidnaps Moldovan's kid, the police inspector makes up his mind to punish Paraipan and his bosses and to finish off the fascist movement, lead by Zavoianu and his allies. Together with the communist that fight to gain power, Moldovan takes out his enemies one by one.",0.070329,['Casa de Filme 5'],1978-11-12,0.0,0.0,8.5
A Commissioner's Accusations,False,0,"['Action', 'Crime', 'Thriller']",224089,tt0069909,ro,"The Iron Guard, also known as Legion of Archangel Michael, was a Romanian nationalist and patriotic movement of extreme right; as such, after it rose to power, it supported Nazi Germany and started a fierce campaign of retaliation against its political enemies. As such, in the night of November 26-27, 1940, the Death Teams executed forty political prisoners in the Jilava prison (in the movie, named ""Viraga""), and next day, other two Teams arrested and shot the former minister Virgil Madgearu and the world famous historian Nicolae Iorga. To squash down the political outcry, the Police Prefect Stefan Zävoianu conveniently assigns the cases to a commissioner from the ""Morals Division"" (prostitution, thieves), Tudor Moldovan, hoping that he will fail to get to the bottom of the case. However, Moldovan has communist sympathies, so he quickly comes under the influence of the Bolshevik Pîrvu, who had escaped during the Viraga...",0.022989,['Romania Film'],1974-07-31,0.0,114.0,8.5
OSS 117: Mission for a Killer,False,0,"['Action', 'Crime']",111480,tt0059206,fr,A secret agent is dispatched to find a rare and valuable drug.,0.169425,,1965-07-02,0.0,99.0,8.5
They Died with Their Boots On,False,0,"['Action', 'Western']",42326,tt0078224,it,"Young boy who sees his father gunned down kills the assassin. Years later, he has grown up to be a successful bounty hunter who is feared by many. And then one day he discovers secrets to his past...",0.15552,['Rizzoli Film'],1978-04-20,0.0,100.0,8.5
The Legend of Nigger Charley,False,0,"['Western', 'Action', 'Crime']",87788,tt0068838,en,A trio of runaway slaves evade authorities in the Old West.,0.129052,['Paramount Pictures'],1972-03-16,0.0,98.0,8.5
Pigs,False,0,['Action'],18575,tt0105185,pl,"In good old days Franz Maurer and his partners from secret police used to live like kings. Now, they all must adapt to new post-communist environment where they are scorned and losing all the privileges. Some, like Franz, are like ordinary police fighting against drug dealers. But Franz would soon find that some of his friends are on the other side.",0.526779,['Studio Filmowe Zebra'],1992-11-20,0.0,104.0,8.4
Stunt Squad,False,0,"['Action', 'Crime', 'Thriller']",106970,tt0078336,it,"Fed up with the murderous shenanigans of Valli’s protection racket, police chief Grifi assembles an ace team of stunt trained police officers to tackle the mob!",0.0008439999999999999,"['PAC', 'Atlas Film']",1977-07-27,0.0,92.0,8.3
The Duel,False,0,"['Thriller', 'Action', 'Crime', 'Mystery']",224063,tt0082300,ro,"Officer Moldovan must solve the case of a robbery. Credit Central Bank was robbed fast and hard by a gang of professionals. Moldovan is trying to catch the man behind Rica Pasarin, the gang leader, by using his brother, who is a pickpocket thief.",0.038308,['Casa de Filme 5'],1981-06-14,0.0,110.0,8.3
The Last Bullet,False,0,"['Action', 'Crime', 'Thriller']",224084,tt0070851,ro,"A continuation of a story started in the drama ""With Clean Hands"" (1972).",0.015278,['Casa de Filme 5'],1973-05-26,0.0,100.0,8.3
Corto Maltese: Under the Sign of Capricorn,False,0,"['Adventure', 'Animation', 'Action']",60290,tt1453242,fr,"In 1916, laconic adventurer Corto Maltese is in Paramaribo, Surinam visiting his mystic female friend Java. He helps a young heir haunted by voodoo spirits, delivers some weapons to rebels in Brazil and hunts for treasure with Rasputin.",0.253285,['StudioCanal'],2002-01-01,0.0,85.0,8.3
I Am So Proud of You,False,0,"['Animation', 'Action', 'Thriller', 'Science Fiction']",32534,tt1282053,en,"Dark shadows are cast over Bill's recovery, in this second chapter to Everything will be OK.",0.472132,['Bitter Films'],2008-01-01,0.0,22.0,8.3
The Dark Knight,False,185000000,"['Drama', 'Action', 'Crime', 'Thriller']",155,tt0468569,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']",2008-07-16,1004558444.0,152.0,8.3
Generation War,False,12000000,"['Action', 'Drama', 'War', 'History']",178446,tt1883092,de,"Berlin, 1941. Five friends eager to become heroes in an adventure that will change the face of Europe - and that will forever change them as well.",5.127594,['teamWorx Produktion für Kino und Fernsehen GmbH'],2013-03-17,0.0,270.0,8.2
Ward 13,False,0,"['Animation', 'Horror', 'Action', 'Comedy']",48585,tt0379000,en,"After a car accident, Ben wakes up in hospital. Not knowing where he is or what is going on, he starts exploring the corridors...only to find that the staff don't have his health in mind! The hapless patient must pull himself together and do everything he can to escape. It's an action/horror/comedy — ending with the wheelchair chase from hell!",0.17899,,2003-01-01,0.0,15.0,8.2
Broken Blade: Book Six - Enclave of Lamentations,False,0,"['Science Fiction', 'Animation', 'Action']",55438,tt1865375,en,"Baldr and his men carries Delphine back to the kingdom after discovering Rygart. Borcuse orders the attack on the capital without waiting for the others to rejoin. Sigyn makes a weapon using Athenian's golem parts. Narvi finds her surviving men and return to protect the capital. Cleo decides to go back and hugs Sigyn good bye. Borcuse's army manage to break the Krisnan's first defense line and the battle moves into the streets. Sigyn's men manage to find Delphine and repairs it while its automatic cooling system is still operating. When the Delphine cools, Rygart leaps to defend the kingdom and fought Borcuse. Sigyn delivers the make shift weapon to Rygart and he initially unable to fight Borcuse because he is too fast but when Borcuse's Golen's leg cracks, Rygart damages it. Borcuse comes out of the cockpit and use his handgun to shoot at Rygart replaying Girghe's last moment. Rygart kills him and Borcuse's army lost. Zess upon hearing Cleo's escape decides to find her.",0.429279,,2011-03-25,0.0,50.0,8.2
Band of Brothers,False,125000000,"['Action', 'Drama', 'War']",331214,tt0185906,en,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",7.903731,['HBO'],2001-09-09,0.0,705.0,8.2
Harakiri,False,0,"['Action', 'Drama', 'History']",14537,tt0056058,ja,"Peace in 17th-century Japan causes the Shogunate's breakup of warrior clans, throwing thousands of samurai out of work and into poverty. An honorable end to such fate under the samurai code is ritual suicide, or hara-kiri.",9.286966,['Shôchiku Eiga'],1962-09-15,0.0,135.0,8.2
