Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
American Hostage,False,0,"['Thriller', 'Crime', 'Drama']",407298,tt3468612,en,American Hostage pulls back the curtains on a terrorist plot centered on a group of terrorists holding two American soldiers hostage on U.S. soil. They demand the release of all prisoners of Guantanamo Bay or they will kill the soldiers.,0.11167,,2016-03-25,0.0,100.0,10.0
High Roller: The Stu Ungar Story,False,0,"['Drama', 'Action']",27079,tt0338467,en,"Based on the true story of the rise and fall of poker legend Stu ""The Kid"" Ungar.",0.888157,['AMV Production'],2003-05-01,0.0,120.0,10.0
Girl in the Cadillac,False,0,"['Romance', 'Adventure', 'Crime', 'Drama']",278939,tt0113173,en,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",0.405392,['Overseas FilmGroup'],1995-10-24,0.0,89.0,10.0
The Walking Stick,False,0,"['Crime', 'Drama', 'Romance']",145162,tt0066543,en,"A young woman's highly ordered and structured life is turned upside-down when she meets a handsome stranger at a party. Friendship soon develops into romance and for the first time in her life she is truly happy. This happiness is short lived, however, as little by little she discovers her partner has been lying to her about his past. It is soon revealed that he and his friends have been planning to rob the auction house that she works for and they require her inside knowledge in order to pull off the crime.",0.584448,"['Metro-Goldwyn-Mayer (MGM)', 'Jerry Gershwin-Elliott Kastner']",1970-06-05,0.0,96.0,10.0
The Human Surge,False,0,['Drama'],405446,tt6041312,es,"Buenos Aires. Exe, 25 years old, has just lost his job and is not looking for another one. His neighbors and friends seem as odd to him as they always do. Online, he meets Alf, a boy from Mozambique who is also bored with his job and who is about to follow Archie, another boy who has run away into the jungle. Through the dense vegetation of the forest, Archie tracks ants back to their nest. One of them wanders off course and comes across Canh, a Filipino, sitting on top of a giant heap of earth and who is about to go back to his strange, beautiful home town, where he too has a miserable job.",0.484825,,2016-08-19,0.0,96.0,10.0
Bazodee,False,0,"['Romance', 'Drama', 'Music']",403593,tt2922724,en,"Set in beautiful Trinidad and Tobago, BAZODEE is a Bollywood style Caribbean musical about being true to yourself and honest in love at all costs.",0.379968,"['Create Entertainment', 'Indiepelago Films']",2016-08-05,0.0,101.0,10.0
My Future Love,False,0,"['Comedy', 'Drama']",425553,tt5194446,sv,"In 1973, the 20-year-old Svante has a heart condition that the doctors cannot fix. When he has a breakdown on a subway platform, a strange train suddenly appears. He steps into the subway car filled with wonder, without knowing that the destination is the future. In the future he meets Elsa and together they must solve Svante's problems and figure out how to live together when they are from two different eras.",0.371238,"['Svenska Filminstitutet', 'BOB Film Sweden AB']",2016-11-11,0.0,99.0,10.0
Vessel of Wrath,False,0,"['Comedy', 'Drama', 'Romance']",180954,tt0030933,en,"Ginger Ted, AKA Edward Claude Wilson (Charles Laughton) a drunkard and womanizer, and Miss Jones,(Elsa Lanchester) a missionary, live in the Alas Islands. During a cholera epidemic, Ginger Ted and Miss Jones are sent to an outlying part of the islands to run a hospital; on their return, their motorboat breaks down, and they are marooned overnight on a small island.",0.657391,['Mayflower Pictures Corporation'],1938-03-04,0.0,92.0,10.0
Avetik,False,0,['Drama'],237422,tt0103741,en,"Hovering between the realms of poetry and history, this stunningly photographed, elegiac work – shot mostly in long takes – mixes cryptic metaphor and fantastic symbolism to tell the story of Avetik, an Armenian filmmaker exiled in Berlin. In sensuous, lyric styling, Askarian employs dreamlike images to reflect the history of his homeland, tranquil childhood memories, images inspired by erotic medieval poetry, and autobiographical shades of his own exile in Germany.",0.149675,,1992-04-04,0.0,80.0,10.0
Ten Benny,False,0,"['Drama', 'Action']",124853,tt0114008,en,"The story of a young shoe salesman whose overestimation of his own sharpness leads to gambling debts, pissed-off loan sharks, and overall misery.",0.06421900000000001,,1995-04-09,0.0,108.0,10.0
Farewell Baghdad,False,0,['Drama'],280030,tt2890140,en,Between the years 1950-51 close to 130 thousand Jews left Iraq. The most ancient community in the world ceased to exist.,0.357603,"['United King Films', 'Movie Plus productions']",2014-04-10,0.0,105.0,10.0
Zig Zag Story,False,0,"['Drama', 'Comedy']",169091,tt0086642,fr,"The lives of three Parisians - a color-blind painter, a radio show host and a perverted photographer - intertwine and go hilariously out of control.",0.21856799999999998,"['Sphinx Films', 'Chloë Productions', 'Parano Films']",1983-05-03,0.0,100.0,10.0
Almost Kings,False,0,['Drama'],62503,tt1529346,en,"Wanting a closer connection with his older brother, freshman Ted Wheeler seeks initiation into a group called ""The Kings"". But, as the corruption of The Kings is revealed, Ted must expose the ugly truth about the brother he once idolized.",0.16734300000000002,,2010-11-11,0.0,93.0,10.0
Chilly Scenes of Winter,False,0,"['Comedy', 'Drama', 'Romance']",42173,tt0079278,en,A man falls for a separated woman but can't cope when she returns to her husband.,0.009192,"['United Artists', 'Triple Play Productions']",1979-10-19,0.0,92.0,10.0
The Court-Martial of Jackie Robinson,False,0,['Drama'],279979,tt0099311,en,"A film about the early life of the baseball star in the army, particulary his court-martial for insubordination regarding segragation.",0.081817,"['Turner Pictures', 'Von Zerneck Sertner Films']",1990-10-15,0.0,100.0,10.0
Perfumed Nightmare,False,0,"['Comedy', 'Drama']",84765,tt0076341,tl,"Narrating in voiceover, Tahimik explains the patterns of daily life in the village. He has a fascination with the Voice of America broadcasts, and particularly with the space program. He longs to be part of the developed world, and forms the Werner von Braun fan club. When an American arrives for an aborted international conference, he gets his chance. The American asks him to come to Paris, to run his chewing-gum-ball machine concession on the streets. In Paris, and on a trip to Germany, he makes friends and discovers that progress in the developed world sacrifices important values. Backgrounded by footage of a summit meeting in Paris, and unable to return to an idealized image of his past, he stubbornly refuses to capitulate to the terms of progress, resigning from his post as head of the Werner von Braun fan club and maintaining that he will find his own way.",0.009192,,1977-01-01,0.0,93.0,10.0
Criminal Justice,False,0,"['TV Movie', 'Drama']",259808,tt0099321,en,A knife-scarred victim must identify her assailant beyond a reasonable doubt. Meanwhile the accused is offered a deal if he pleads guilty. Is he as innocent as the victim? Is the justice system guiltier than both?,1.460826,['Home Box Office (HBO)'],1990-09-08,0.0,90.0,10.0
Other Voices Other Rooms,False,0,['Drama'],64562,tt0119845,en,"Truman Capote's semi-autobiographical first novel about coming of age in the Deep South during the 1930s centers on 13-year-old Joel Sansom (David Speck), who reunites with his estranged father at the family's shabby plantation, where he must contend with his father's feisty mistress and a strange cousin. Against this less-than-ideal backdrop, Joel slowly matures into an upstanding young man.",0.03668,,1995-09-15,0.0,0.0,10.0
Willow and Wind,False,0,['Drama'],247447,tt0243218,fa,A boy breaks a window at his school and sets out to fix it on his own during a storm.,0.139262,"['NHK', 'Cima Media International']",2000-01-01,0.0,77.0,10.0
The Kreutzer Sonata,False,0,"['Drama', 'Romance']",53315,tt1172063,en,"A film by Bernard Rose, based on the novel by Leo Tolstoy with music by Ludwig Van Beethoven. Edgar Hudson meets Abby, a concert pianist, at a dinner party. Abby is involved with someone else but that doesn't stop the two from acting upon their strong attraction to one another. They start to sneak around but it's not long before they realize they should be together. Soon after Abby breaks up with her boyfriend, she becomes pregnant with Edgar's child - something that was not planned.",0.086266,,2008-06-20,0.0,99.0,10.0
Tom Brown's School Days,False,0,"['Drama', 'Family']",43823,tt0033169,en,"When private tutor Thomas Arnold (Sir Cedric Hardwicke) becomes headmaster at Rugby, a boy's preparatory school in England, he puts into place a policy of strict punishment for unruliness and bulying. Arnold finds an ally in Tom Brown (Jimmy Lydon), a new student who is subjected to hazing and abuse by a group of older boys and is pressured by his friends to keep quiet about it. Fed up, he leads his fellow classmates in an underground rebellion against their tormentors. But certain unspoken rules still apply at the school and Brown loses his hero status when he is accussed of breaking the Rugby code of silence.",0.039299,,1940-07-19,0.0,86.0,10.0
Neither Wolf Nor Dog,False,0,['Drama'],456956,tt3951908,en,A white author is sucked into a road trip through the heart on Native American Country by a Lakota elder and his best friend forcing the author into a deep understanding of contemporary native life.,0.000308,,,0.0,110.0,10.0
Blessed Event,False,0,"['Drama', 'Comedy']",43147,tt0022696,en,A New York gossip columnist (Lee Tracy) feuds with a singer (Dick Powell) and enjoys the power of the press.,0.090803,['Warner Bros.'],1932-09-10,0.0,80.0,10.0
The Taming of the Shrew,False,0,"['Drama', 'Comedy', 'Romance']",71508,tt0081597,en,"Baptista has two daughters: Kate and Bianca. Everyone wants to wed the fair Bianca, but nobody's much interested in problem child, Kate. Baptista declares that he won't give Bianca away in a marriage until he's found a husband for Kate, so all the suitors begin busily hunting out a madman who's willing to do it, and they find Petruchio: a man who's come to wive it wealthily in Padua. And Petruchio marries Kate with a plan to tame her, while everybody else begins scheming to win Bianca's hand.",0.329193,,1980-10-23,0.0,126.0,10.0
Summer City,False,0,"['Thriller', 'Drama']",5731,tt0076780,en,"Four friends take a road trip to kick back, hit the pubs, and go surfing. Tension builds among the group between Sandy, a quiet young man who is angered by the obnoxious, womanizing Boo who seduces a teenaged girl while on their trip in one of his usual one night stands. Meanwhile, the girl's psychotic dad is also looking for Boo out of revenge for what he did to his daughter. Boo is in for a major wake up call.",0.076562,,1977-12-22,0.0,90.0,10.0
Running Wild,False,0,"['Adventure', 'Drama']",293412,,en,Jennifer Barker plays a troubled woman who has an affair with her fiance's son.,0.465559,,1995-01-01,0.0,0.0,10.0
Titus Andronicus,False,0,['Drama'],119914,tt0090178,en,"Having subdued the Goths, warrior Titus Andronicus returns to Rome to bury his sons, with Gothic Queen Tamora and her retinue as captives. The newly-dead Roman Emperor's two sons, Saturninus and Bassianus, are competing for their father's title. According to Roman custom, Titus sacrifices Tamora's eldest son to the Gods; having the deciding vote, he also chooses Saturninus as Emperor. Both acts have tragic consequences.",0.23494400000000001,,1985-04-25,0.0,168.0,10.0
"Dancer, Texas Pop. 81",False,0,"['Comedy', 'Drama', 'Family']",78373,tt0118925,en,"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",0.567444,"['HSX Films', 'Chase Productions']",1998-05-01,565592.0,97.0,10.0
Sum of Histories,False,0,"['Drama', 'Romance', 'Science Fiction']",361183,tt4085502,nl,What would you do if you could change the past?,0.404432,"['Caviar Content, Pupkin Film']",2015-09-30,0.0,86.0,10.0
Hell to Eternity,False,0,"['Drama', 'War']",43034,tt0053901,en,"Based on the story about Guy Gabaldon, a Los Angeles Hispanic boy raised in the 1930s by a Japanese-American foster family. After Pearl Harbor, his foster family is interned at the Manzanar camp for Japanese Americans, while he enlists in the Marines, where his ability to speak Japanese becomes a vital asset. During the Battle of Saipan, he convinces 800 Japanese to surrender after their general commits suicide.",0.157003,"['Allied Artists Pictures', 'Atlantic Pictures']",1960-08-01,0.0,131.0,10.0
