Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Truckfighters,False,0,"['Documentary', 'Music']",206657,tt2007506,en,"Three down-to-earth guys, record songs and reach out for alternatives to their ordinary lives.",0.066072,"[""I'm Filming Productions""]",2011-11-15,0.0,84.0,10.0
"Quiet Riot: Well Now You're Here, There's No Way Back",False,0,"['Music', 'Documentary']",276833,tt2560840,en,"An inspiring documentary chronicling the rise, fall and resurrection of '80s metal band Quiet Riot. The career of Frankie Banali, the band's drummer, reached a serious crossroads when his best friend and bandmate died in 2007. Years later, Banali realizes he must forge ahead and make a new life for himself and his daughter and he goes on a quest to reunite the band and fill the immense void left by his bandmate.",0.085212,"['Double R Films', 'PinkMermaid Productions']",2014-04-29,0.0,104.0,9.5
Björk: Volumen,False,0,['Music'],30953,tt0266010,en,"""Volumen"" collects every video from Bjork's career {up until Hunter}, and showcases the work of famed video director's Spike Jonze, Sophie Muller and Michael Gondry",0.699852,,1999-01-01,0.0,64.0,9.3
Little Miss Broadway,False,0,"['Drama', 'Family', 'Music']",38769,tt0030371,en,An orphan is provisionally adopted by the manager of a hotel populated by show business people. The hotel's owner doesn't like the entertainers and wants the girl returned to the orphanage.,0.58126,['Twentieth Century Fox Film Corporation'],1938-07-29,0.0,72.0,9.0
Pink Floyd: Behind the Wall,False,0,"['Documentary', 'Music']",79708,tt1957996,en,"This documentary looks at the conception, design and live shows of The Wall performed by Pink Floyd in 1980 and 1981. It features in-depth 1980s era interviews with Roger Waters, David Gilmour, Richard Wright and Nick Mason and shows footage of The Wall performed at Earl's Court in 1980. It also features archival footage of the Syd Barrett era Pink Floyd and discusses how David Gilmour was brought into the band to initially augment their live shows when Syd became unreliable due to his drug problem and how Gilmour ultimately replaced him.",0.8226129999999999,,2005-01-01,0.0,80.0,9.0
Katyar Kaljat Ghusali,False,1500000,['Music'],368330,tt5190958,mr,"Katyar Kaljat Ghusli is a 2015 Marathi film based on a play by the same name. Directed by Subodh Bhave, the film stars Sachin Pilgaonkar, Shankar Mahadevan, and Subodh Bhave in lead roles. The film marks the acting debut for Mahadevan and directorial debut for Bhave. The original play premiered in 1967 in Mumbai, where Hindustani classical vocalist Vasantrao Deshpande played one of the protagonists. In 2010, the play was relaunched with protagonists essayed by Rahul Deshpande, grandson of Vasantrao Deshpande and singer Mahesh Kale. The film's music is composed by Shankar–Ehsaan–Loy, and retained some of the songs from the original play composed by Jitendra Abhisheki.",0.446454,,2015-11-12,4400000.0,162.0,9.0
Into the Woods,False,0,['Music'],247158,tt2191715,en,"Into the Woods takes the stories of the Brothers Grimm and gives them a dark and humorous twist.  The popular tales of Red Ridinghood, Jack (of Beanstalk fame), Cinderella and Rapunzel are interwoven with that of the Baker and his Wife and their quest to have a child. However this re-telling goes beyond ""happily ever after"" as the familiar characters find themselves in unfamiliar circumstances and hopes and dreams are questioned and revisited.",0.551363,,2011-03-31,0.0,153.0,9.0
Rammstein: Live aus Berlin,False,0,['Music'],22099,tt0207697,en,"The Rammstein - Live aus Berlin DVD is a compilation of two live concerts filmed at Berlin's open-air Parkbühne (""park stage"") Wuhlheide in August 1998. The DVD offers 17 of the band's songs, most of which are found on the two CD albums ""Sehnsucht"" and ""Herzeleid."" The show itself is a very entertaining performance with plenty of the usual stunts, pyrotechnics, and lighting effects you'd expect from an industrial metal band.",0.9891129999999999,,1999-08-31,0.0,80.0,9.0
Miss Saigon: 25th Anniversary,False,0,"['Drama', 'Music', 'Romance', 'War']",417820,tt6162808,en,"The 25th Anniversary performance – filmed at London's Prince Edward Theatre in 2014 – of the epic musical tale of a young Vietnamese bar girl, Kim, who falls in love with Chris, an American GI.  But their lives are torn apart by the fall of Saigon.",1.9324689999999998,,2016-09-22,0.0,144.0,8.9
Justice: A Cross The Universe,False,0,"['Documentary', 'Music']",49760,tt1619014,en,"The film follows Justice's March 2008 North American tour. This documentary is directed by Romain Gavras, So Me and the band themselves. The documentary is meant to cover less of the band's live shows, and more of their personal experience touring.  The live portion of this release was recorded at a concert in San Francisco, California at the Concourse Exhibition Center, on March 27, 2008.",0.080368,,2008-11-11,0.0,65.0,8.8
Lemonade,False,0,['Music'],394269,tt5662106,en,"The second ""visual album"" (a collection of short films) by Beyoncé, this time around she takes a piercing look at racial issues and feminist concepts through a sexualized, satirical, and solemn tone.",2.899155,['Parkwood Entertainment'],2016-04-23,0.0,65.0,8.8
The Work of Director Chris Cunningham,False,0,['Music'],276486,tt0386123,en,"British director Chris Cunningham has drawn acclaim for groundbreaking music videos for the likes of Autechre, Aphex Twin, Squarepusher, Bjork, and Portishead, his award-winning commercials, and his risky short films. The Work of Director Chris Cunningham is the second release in Palm's Directors Label Series.",0.719482,,2003-10-22,0.0,200.0,8.8
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,False,0,"['Music', 'Documentary']",280668,tt2634200,en,"Through the eyes, words and songs of it's popular music stars of the 50s, 60s, and 70s, Don't Think I've Forgotten: Cambodia's Lost Rock and Roll examines and unravels Cambodia's tragic past, culminating in the genocidal Khmer Rouge's dismantling of the society and murder of 2,000,000 of it's citizens.",0.166893,,2014-01-01,0.0,105.0,8.7
The Work of Director Jonathan Glazer,False,0,['Music'],276770,tt0473733,en,"This DVD is a collection of the work of the director Jonathan Glazer and includes his music videos, commercials, short films , excerpts from his feature films as well as commentaries and interviews with the actors, musicians and other collaborators. New original content includes TRAMP and ARTSHOLE both starring Jonathan and Paul Kaye, and a documentary about Jonathan's work.",0.11470799999999999,,2005-09-13,0.0,90.0,8.7
Cirque du Soleil: Varekai,False,0,"['Drama', 'Family', 'Fantasy', 'Music']",15552,tt0368647,en,"Icarus (Anton Chelnokov) is the main character of Varekai, who falls to the ground, breaking his legs as he does. He is suddenly in a strange, new world full of creatures he has never seen before. ""Parachuted into the shadows of a magical forest, a kaleidoscopic world populated by fantastical creatures, this young man sets off on an adventure both absurd and extraordinary.",2.312374,,2003-10-07,0.0,0.0,8.7
It's Always Fair Weather,False,0,"['Music', 'Romance']",17640,tt0048216,en,"Three World War II buddies promise to meet at a specified place and time 10 years after the war. They keep their word only to discover how far apart they've grown. But the reunion sparks memories of youthful dreams that haven't been fulfilled -- and slowly, the three men reevaluate their lives and try to find a way to renew their friendship.",1.1856,['Metro-Goldwyn-Mayer (MGM)'],1955-02-09,0.0,102.0,8.7
Stop Making Sense,False,1200000,"['Documentary', 'Music']",24128,tt0088178,en,"David Byrne walks onto the stage and does a solo ""Psycho Killer"". Jerry Harrison, Tina Weymouth and Chris Frantz join him for two more songs. The crew is busy, still setting up. Then, three more musicians and two back-up singers join the band. Everybody sings, plays, harmonizes, dances, and runs. In this concert film, the Talking Heads hardly talk, don't stop, and always make sense.",2.359569,"['Talking Heads', 'Arnold Stiefel Company']",1984-11-16,4978922.0,88.0,8.7
The T.A.M.I. Show,False,0,"['Documentary', 'Music']",53202,tt0058631,en,"Hailed by one music reviewer as ""the grooviest, wildest, slickest hit ever to pound the screen,"" ""The T.A.M.I. Show"" is an unrelenting rock spectacular starring some of the greatest pop performers of the 60s. These top recording idols - representing the musical moods of London, Liverpool, Hollywood and Detroit - packed the Santa Monica Civic Auditorium with 2,600 screaming fans and virtually brought down the house. This is the cinematic record of that electrifying event.",0.409958,"['Screen Entertainment Co.', 'Screencraft International', 'Theatrofilm']",1964-12-29,0.0,123.0,8.7
The Student Prince,False,0,"['Drama', 'Music', 'Romance']",68191,tt0047537,en,A prince goes to University &amp; learns how to become more human. An added bonus is the quite wonderful music.,0.5454760000000001,,1954-06-15,0.0,107.0,8.5
Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,False,0,['Music'],37445,tt0113637,en,The top stars from the original London and Broadway productions join together with a 150-voice chorus and the Royal Philharmonic Orchestra in London's venerated Royal Albert Hall for a truly magical gala performance of Les Misérables. You'll watch and listen time and again to the magnificent Tony Award-winning score as sung by stars forever linked to these roles.,0.7482850000000001,,1995-10-14,0.0,147.0,8.5
Oil City Confidential,False,0,"['Documentary', 'Music']",57296,tt1379092,en,"Director Julien Temple's film celebrates Canvey Island's Dr Feelgood, the Essex R 'n' B band that exploded out of the UK in the prog era of the early Seventies, delivering shows and albums that helped pave the way for pub rock and punk.",0.408882,,2009-10-20,0.0,104.0,8.5
Iron Maiden: Flight 666,False,0,"['Documentary', 'Music']",19105,tt1361558,cs,"A chronological account of the heavy metal band Iron Maiden's 2008 world tour through India, Australia, Japan, USA, Canada, Mexico and South America in a jet piloted by the band's front man, Bruce Dickinson. Features interviews with the musicians, their road crew and fans.",2.123844,['Banger Films'],2009-04-21,0.0,112.0,8.5
Neil Young & Crazy Horse: Rust Never Sleeps,False,0,['Music'],38119,tt0079834,en,"Neil Young's 1978 concert tour, documented in this acclaimed two-hour film that was directed by Young himself (using the pseudonym Bernard Shakey), is a treat for the singer-songwriter's fans. The concept of the show is high (for Young, anyway), if rather odd: roadies (here called ""Road Eyes"") decked out like Jawas from Star Wars, stage announcements from the original Woodstock during set changes, and giant amps, microphones, and so on for an ""Incredible Shrinking Man"" effect. Of course, it's the music that counts, and there's plenty of that, what with nearly 20 songs (including two versions of ""Hey Hey, My My,"" his nod to the punk movement), acoustic and electric (with longtime companions Crazy Horse), dating back to his Buffalo Springfield days (""I Am a Child"") and continuing through popular solo numbers like ""Cinnamon Girl"" and the extended ""Like a Hurricane.""",0.126661,"['Shakey Pictures', 'Crest Productions']",1979-08-15,0.0,117.0,8.5
Call Me Madam,False,0,"['Drama', 'Comedy', 'Music', 'Romance', 'Family']",46011,tt0045592,en,Washington hostess Sally Adams becomes a Truman-era US ambassador to a European grand duchy.,0.078792,,1953-03-25,0.0,114.0,8.5
Can't Help Singing,False,0,"['Music', 'Western']",50155,tt0036692,en,"With the California Gold Rush beginning, Senator Frost's singing daughter Caroline loves a young army officer; the Senator can't stand him, and has him sent to California. Headstrong Caroline follows him by train, riverboat, and covered wagon, gaining companions en route: a vagrant Russian prince and gambler Johnny Lawlor, who just might take her mind off the army.",0.2644,['Universal Pictures'],1944-12-25,0.0,90.0,8.5
Born in Heinola,False,1200000,"['Drama', 'Music']",405203,tt5032492,fi,"A story of five Finnish youth growing up during the devastating 90's recession. They live in the small, timber industrial town of Heinola. As the parents of these young teens struggle through hard economic times, the five very different youth meet by coincidence to form the punk band Apulanta (fertilizer). Nowadays Apulanta is one of the most famous bands in Finland.",0.886639,['Optipari Oy'],2016-09-07,0.0,100.0,8.5
One More Time with Feeling,False,0,"['Documentary', 'Music']",404141,tt5777628,en,"Documents the writing, recording and performing of Nick Cave & the Bad Seeds’ sixteenth studio album, Skeleton Tree.",1.202459,"['JW Films', 'Pulse Films', 'Iconoclast']",2016-09-08,0.0,112.0,8.4
Tropico,False,0,"['Fantasy', 'Music']",241287,tt3384034,en,"""Tropico"" is a musical short film by Lana Del Rey, based on the classic biblical story of Adam and Eve. Using music from her 'Paradise' EP, the film is an exploration of redemption in modern LA; the land of gods and monsters.",1.759584,,2013-12-05,0.0,27.0,8.4
Get Crazy,False,0,"['Comedy', 'Music']",29628,tt0085551,en,"Mega-promoter Colin Beverly plans to sabotage the New Year's 1983 concert of small-time operator Max Wolfe. Wolfe's assistants Neil Allen and Willie Loman find romance while trying to save the drugs, violence, and rock and roll from Beverly's schemes.",0.584128,['D & P Productions'],1983-08-05,1645711.0,92.0,8.4
B-Movie: Lust & Sound in West-Berlin,False,0,"['Music', 'Documentary']",318042,tt4291066,en,Documentary about the wild music scene in West Berlin between 1979 and 1989.,1.22249,"['Scenes From', 'DEF Media', 'Interzone Pictures']",2015-02-05,0.0,94.0,8.4
