Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Big Jay Oakerson: Live at Webster Hall,False,0,['Comedy'],401593,tt5814512,en,"From the legendary New York City music venue, the man The New York Times called “a master of the dirty joke” dishes on the taboos of growing up with step parents, how to navigate “the friend zone,” and why nobody should feel uncomfortable about cringe-worthy material at a comedy show.",0.24823800000000001,['Jax Media'],2016-06-17,0.0,0.0,10.0
"OMG, I'm a Robot!",False,0,"['Comedy', 'Science Fiction']",347328,tt2819130,he,A sensitive guy finds out he's... a robot.,0.09112100000000001,,2015-08-06,0.0,90.0,10.0
My Future Love,False,0,"['Comedy', 'Drama']",425553,tt5194446,sv,"In 1973, the 20-year-old Svante has a heart condition that the doctors cannot fix. When he has a breakdown on a subway platform, a strange train suddenly appears. He steps into the subway car filled with wonder, without knowing that the destination is the future. In the future he meets Elsa and together they must solve Svante's problems and figure out how to live together when they are from two different eras.",0.371238,"['Svenska Filminstitutet', 'BOB Film Sweden AB']",2016-11-11,0.0,99.0,10.0
Vessel of Wrath,False,0,"['Comedy', 'Drama', 'Romance']",180954,tt0030933,en,"Ginger Ted, AKA Edward Claude Wilson (Charles Laughton) a drunkard and womanizer, and Miss Jones,(Elsa Lanchester) a missionary, live in the Alas Islands. During a cholera epidemic, Ginger Ted and Miss Jones are sent to an outlying part of the islands to run a hospital; on their return, their motorboat breaks down, and they are marooned overnight on a small island.",0.657391,['Mayflower Pictures Corporation'],1938-03-04,0.0,92.0,10.0
Road to Redemption,False,0,"['Action', 'Comedy']",46016,tt0256341,en,"A couple come into contact with stolen mob money, gamble it away, and end up on the run from gangsters",0.040854,,2001-09-28,0.0,89.0,10.0
Der Herr Karl,False,0,['Comedy'],28469,tt0273646,de,No overview found.,0.192235,['Österreichischer Rundfunk (ORF)'],1961-11-15,0.0,60.0,10.0
Stiff Upper Lips,False,0,['Comedy'],89861,tt0120210,en,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery.",0.8821319999999999,,1998-06-12,0.0,99.0,10.0
First Round Down,False,0,"['Action', 'Comedy']",412669,tt5193408,en,"Tim Tucker (Dylan Bruce) was a star forward who broke a knee and never got drafted to the NHL. After the injury, Tim left hockey and became a hitman. Ten years later he finds himself back in town to look after his brother Matthew (Percy Hynes White), with a chance to set things right. But will his past wreak havoc with his shot at redemption? Written and directed by Brett and Jason Butler, First Round Down is a tire-squealing, gun toting, bad ass comedy set in a blue collar town.",0.422836,,2017-03-04,0.0,0.0,10.0
"My Night, Your Day",False,0,"['Crime', 'Comedy']",363383,tt3788510,hu,"Novák cannot sleep. Not to disturb his girlfriend, he spends his nights in the streets of Budapest and gets into weirder and weirder, more and more impossible and dangerous situations and liaisons. Unless he dies, he may regain his dreams by them.",0.144624,['Új Budapest Filmstudió'],2015-10-26,0.0,0.0,10.0
Zig Zag Story,False,0,"['Drama', 'Comedy']",169091,tt0086642,fr,"The lives of three Parisians - a color-blind painter, a radio show host and a perverted photographer - intertwine and go hilariously out of control.",0.21856799999999998,"['Sphinx Films', 'Chloë Productions', 'Parano Films']",1983-05-03,0.0,100.0,10.0
Chilly Scenes of Winter,False,0,"['Comedy', 'Drama', 'Romance']",42173,tt0079278,en,A man falls for a separated woman but can't cope when she returns to her husband.,0.009192,"['United Artists', 'Triple Play Productions']",1979-10-19,0.0,92.0,10.0
The Mother Of Invention,False,60000,['Comedy'],140489,tt1274589,en,A mockumentary about an aspiring inventor who dreams of winning an annual young inventor award. The only problem is... he's never made an invention that works.,0.367293,['One Small Instrument Pictures'],2010-06-25,0.0,105.0,10.0
Bowery Battalion,False,0,['Comedy'],185273,tt0043356,en,"Slip, Sach and the gang (Bowery Boys) think an air-raid test is for real and join the Army.",0.462816,['Monogram Pictures'],1951-01-24,0.0,69.0,10.0
Perfumed Nightmare,False,0,"['Comedy', 'Drama']",84765,tt0076341,tl,"Narrating in voiceover, Tahimik explains the patterns of daily life in the village. He has a fascination with the Voice of America broadcasts, and particularly with the space program. He longs to be part of the developed world, and forms the Werner von Braun fan club. When an American arrives for an aborted international conference, he gets his chance. The American asks him to come to Paris, to run his chewing-gum-ball machine concession on the streets. In Paris, and on a trip to Germany, he makes friends and discovers that progress in the developed world sacrifices important values. Backgrounded by footage of a summit meeting in Paris, and unable to return to an idealized image of his past, he stubbornly refuses to capitulate to the terms of progress, resigning from his post as head of the Werner von Braun fan club and maintaining that he will find his own way.",0.009192,,1977-01-01,0.0,93.0,10.0
Time Pass,False,200,"['Romance', 'Comedy']",249677,tt3446426,mr,"When Cupid strikes the very first time it sees no class or caste barrier. And though the path to reunite with a loved one seems arduous and almost impossible, it's this love which makes a person do good things. Love doesn't remain a Time Pass anymore.",0.110029,['Zee Talkies'],2014-01-03,0.0,143.0,10.0
A Ticklish Affair,False,0,"['Romance', 'Comedy']",107231,tt0057583,en,"A young widow Amy Martin with three young boys is investigated by the Navy after one of her children inadvertently sends out a distress signal in Morse code by the blinds on his upstairs bedroom window. Commander Weedon and crew observe the signal from their ship and investigates. He falls for the young mother and proposes marriage. However, she is reluctant to have her family live out of a suitcase and initially declines. Gramps tries to bring her on board to sail the sea of love with the commander.",0.096838,['Metro-Goldwyn-Mayer (MGM)'],1963-08-18,0.0,88.0,10.0
Elaine Stritch: At Liberty,False,300000,"['Comedy', 'Documentary', 'Music', 'TV Movie']",140595,tt0308213,en,Judy at the Palace. Sinatra at Carnegie Hall. Streisand at the Garden. Stritch on Broadway. Legendary performances come along so rarely.,0.089067,"['Pennebaker Hegedus Films, Inc.', 'Second Act Productions']",2002-01-01,0.0,140.0,10.0
Growing Pains,False,0,['Comedy'],157862,tt0087366,en,"Four teens on the run from an orphanage spring a fellow orphan recently adopted by a rich family, then trash the whole house.",0.8539129999999999,['Growing Pains'],1984-11-11,0.0,85.0,10.0
Something in the Wind,False,0,['Comedy'],61648,tt0039847,en,"A grandson of a recently deceased millionaire mistakes a beautiful female disc jockey for her aunt, who once dated the grandfather.",0.22283200000000006,['Universal Pictures'],1947-07-21,0.0,94.0,10.0
The Little Hut,False,0,"['Comedy', 'Romance']",138699,tt0050646,en,"Sir Philip Ashlow (Stewart Granger), his neglected wife, Lady Ashlow (Ava Gardner) and his best friend Henry Brittingham-Brett (David Niven) are shipwrecked on a desert island. This potential ménage à trois where the two men compete for the lady's attention is interrupted by the unexpected arrival of a fourth inhabitant of the island.",0.883862,['Metro-Goldwyn-Mayer (MGM)'],1957-05-03,0.0,90.0,10.0
Blessed Event,False,0,"['Drama', 'Comedy']",43147,tt0022696,en,A New York gossip columnist (Lee Tracy) feuds with a singer (Dick Powell) and enjoys the power of the press.,0.090803,['Warner Bros.'],1932-09-10,0.0,80.0,10.0
The Taming of the Shrew,False,0,"['Drama', 'Comedy', 'Romance']",71508,tt0081597,en,"Baptista has two daughters: Kate and Bianca. Everyone wants to wed the fair Bianca, but nobody's much interested in problem child, Kate. Baptista declares that he won't give Bianca away in a marriage until he's found a husband for Kate, so all the suitors begin busily hunting out a madman who's willing to do it, and they find Petruchio: a man who's come to wive it wealthily in Padua. And Petruchio marries Kate with a plan to tame her, while everybody else begins scheming to win Bianca's hand.",0.329193,,1980-10-23,0.0,126.0,10.0
"Dancer, Texas Pop. 81",False,0,"['Comedy', 'Drama', 'Family']",78373,tt0118925,en,"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",0.567444,"['HSX Films', 'Chase Productions']",1998-05-01,565592.0,97.0,10.0
Katt Williams: Priceless: Afterlife,False,0,"['TV Movie', 'Comedy']",287299,tt3742040,en,"Katt Williams performs in an all-new stand-up special recorded in front of a live audience at the Citizens Bank Arena in Ontario, California. Williams takes the stage and launches into an hour of frenetic stand-up comedy, covering such topics as the allure of California weed dispensaries; how America handles tragedies; getting rid of racism in 2014; his inspirations and his favorite TV show; homophobia and the first openly gay players in major sports; aggressive police tactics; being sent to a mental institution; doctors and the problem with drug commercials; the pros and cons of being single versus being in a relationship; and more.",0.476007,['New Wave Entertainment Television'],2014-08-16,0.0,58.0,10.0
Love at 16,False,0,"['Drama', 'Comedy']",47683,tt1034006,el,,0.041195999999999997,,2004-11-25,0.0,102.0,10.0
The Misadventures of Margaret,False,5,"['Romance', 'Comedy']",195651,tt0120754,en,"A timid, insecure popular author with an overly-attentive professor husband decide to write an erotic novel. With encouragement from her sister and a bi-sexual friend, she goes to France with the intent of doing research at an inn where a diary she had been using documented erotic encounters. Instead she finds the inn is now a cloister for singing nuns. However, a young, divorced sound engineer is also there taping the nuns. While attracted, she mostly succumbs only to new fantasies until he follows her home to New York.",0.196886,,1998-12-23,0.0,105.0,10.0
Fool's Day,False,0,"['Comedy', 'Drama']",352387,tt2730162,en,"Fool's Day is a dark comedy about a 4th grade class that pull an innocent, April Fool's prank on their teacher...that accidentally kills her. Panicked and convinced they will go to prison, the blood splattered classmates try to cover up the murder and dispose of the body before their D.A.R.E. officer shows up for his weekly lesson.",0.058303,,2013-04-18,0.0,19.0,10.0
American Sharia,False,0,"['Drama', 'Comedy']",343018,tt3889450,en,"Fast paced, action packed comedy. Tension flares in The Motor City as Officer Richardson profiles every Muslim he sees as a terrorist. He goes on an arrest frenzy, which makes the community activists, Jihad and Osama take to the streets and rally the people to stand up for their rights. The Chief of Police wants to gain the trust of the Muslim community in order to get re-elected, but Attorney Leila Rodriguez is standing in the way with a discrimination law suit against Officer Richardson and the Motor City Police Department. The Chief calls on his most unreliable detective, Mohammed and partners him with a Middle Eastern, Sharia Law fanatic, Detective Abdul. The Chief wants them to ""Speak Muslim To The Muslims"" which he thinks will guarantee his re-election.  - Written by Omar Regan",0.057365,"['UFO Pictures', 'Halalywood Entertainment', 'Boot Strapped Films']",2015-02-01,0.0,96.0,10.0
Crooks and Coronets,False,0,['Comedy'],322460,tt0064192,en,"Two crooks are hired to rob an eccentric old lady's estate, but once they get to know her, they can't bring themselves to do it.",0.27955100000000005,['Herman Cohen Productions'],1969-04-02,0.0,106.0,10.0
Tall Story,False,0,['Comedy'],86297,tt0054367,en,Love puts a college basketball star into a tailspin.,0.463448,['Mansfield Productions'],1960-04-06,0.0,91.0,10.0
