Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
In This Corner of the World,False,0,"['Animation', 'Drama']",378108,tt4769824,ja,"Newlywed Suzu Urano moves to her new life in Kure City on the coast of Hiroshima Prefecture, where she perseveres through World War II with pluck and determination.",2.914029,"['GENCO', 'MAPPA']",2016-11-12,19204593.0,128.0,8.7
It's Such a Beautiful Day,False,0,"['Drama', 'Comedy', 'Animation']",86517,tt2078648,en,The concluding chapter of Don Hertzfeldt's animated trilogy of shorts about a man named Bill and his wavering mental state.,0.5760069999999999,['Bitter Films'],2011-11-17,0.0,23.0,8.6
The Littlest Angel,False,0,"['Animation', 'Family']",79327,tt1869724,en,"Based on the fifteenth best-selling children's book of all time, The Littlest Angel tells the story of a young boy who arrives in heaven before his time. Home-sick and lonely, he will travel back to earth, with his friendly pup Halo, to retrieve a most selfless and precious gift for The Baby Jesus. Experience the love, laughter and magic of one of the most popular children's stories of all time. From the classic book by Charles Tazewell comes the CGI animated film, The Littlest Angel.",0.498207,,2011-11-07,0.0,84.0,8.5
Salad Fingers,False,0,"['Animation', 'Horror', 'Science Fiction']",425916,tt1830238,en,"The adventures of Salad Fingers, an unspecified mutated creature driven to madness by his loneliness.",0.14136700000000002,,,0.0,52.0,8.5
Lou,False,0,['Animation'],433471,tt6267732,en,A Pixar short about a lost-and-found box and the unseen monster within.,1.770297,['Pixar Animation Studios'],2017-06-16,0.0,6.0,8.5
A Is for Autism,False,0,"['Documentary', 'Animation']",205263,tt0205719,en,An animated documentary short made by people with autism.,0.17751199999999998,"['British Film Institute (BFI)', 'Fine Take Productions', 'Channel 4 Television Corporation']",1992-10-01,0.0,11.0,8.5
Your Name.,False,0,"['Romance', 'Animation', 'Drama']",372058,tt5311514,ja,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",34.461252,['CoMix Wave Films'],2016-08-26,355298270.0,106.0,8.5
The Man Without a Shadow,False,0,['Animation'],153118,tt0415853,fr,"An animated film made in 2004 by the Swiss director Georges Schwizgebel. It is an adaptation of The Curious Case of Peter Shlemihl, written by German writer Adelbert von Chamisso 1813 novel.",0.178094,"['National Film Board of Canada (NFB)', 'Studio GDS']",2004-12-31,0.0,9.0,8.5
The Snow Queen 3: Fire and Ice,False,0,"['Family', 'Animation', 'Fantasy']",362058,tt4685554,ru,"After heroically defeating both the Snow Queen and the Snow King, Gerda still cannot find peace. Her dream is to find her parents who were once taken away from them by the North Wind and finally reunite the family. Thus, Gerda and her friends embark on an exiting journey to find her parents and encounter new challenges along the way: they discover an ancient magical artifact of the trolls, the Stone of Fire and Ice. From that moment on, things don't go according to the initial plan...Will Gerda be able to tame the mighty forces of the magical elements and get her family back? The answer will be reveled in 2016. This is a story which encompasses everything you love about Wizart: kindness, bravery, friendship, mystery, love of one's family, and a happy ending, of course!",1.394369,['Wizart Animation'],2016-12-29,0.0,80.0,8.5
The Magic Ring,False,0,"['Animation', 'Fantasy']",79216,tt0189195,ru,"Soviet cartoon, created in 1979 by the director-animator Leonid Nosyrev. Later, he entered the cartoon almanac ""Laughter and Grief at The White Sea""  with other Nosyrev's films based on Pomor fairy tales and legends.",0.050018,['Soyuzmultfilm'],1979-01-01,0.0,20.0,8.5
The Life and Mind of Mark DeFriest,False,0,"['Animation', 'Documentary']",264553,tt2766004,en,"When a legendary escape artist comes up for parole after 30 years behind bars, a chance for freedom must be weighed against his infamous past.",0.363846,['Naked Edge Films'],2014-04-30,0.0,92.0,8.5
Korgoth of Barbaria,False,0,"['Animation', 'Comedy', 'Fantasy']",278901,tt0810644,en,"In a dark future wasteland, the great cities have risen and fallen, primordial beasts have reclaimed the wilderness and thieves and savages populate sparse, dirty towns. From the frozen north emerges a warrior known as Korgoth, and his merciless savagery may be his only key to survival.",0.765373,"['Adult Swim', 'Williams Street', 'Cartoon Network Studios']",2006-06-03,0.0,22.0,8.5
Dead Times,False,0,"['Animation', 'Drama']",69559,tt0294959,fr,"What is man? Man makes war, man kills man, man hunts, man is executed. A montage mixing original drawings by Topor, original shots and stock shots that ironically analyze what man is. Early Rene Laloux film",0.474695,['Como Films'],1964-12-01,0.0,10.0,8.4
Coda,False,0,"['Drama', 'Animation']",307696,tt3350724,en,"A lost soul stumbles drunken through the city. In a park, Death finds him and shows him many things.",1.377141,['And Maps and Plans'],2013-07-13,0.0,9.0,8.4
The Crisis of Civilization,False,0,"['Documentary', 'Animation', 'History']",96750,tt1970039,en,"The Crisis Civilization is a documentary feature film investigating how global crises like ecological disaster, financial meltdown, dwindling oil reserves, terrorism and food shortages are converging symptoms of a single, failed global system. Proving that 'another world' is not merely possible, but on its way.",0.09348,,2012-03-27,0.0,82.0,8.3
In a Heartbeat,False,0,"['Family', 'Animation', 'Romance', 'Comedy']",455661,tt6969946,en,A closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams.,20.82178,['Ringling College of Art and Design'],2017-06-01,0.0,4.0,8.3
Happy End,False,0,"['Comedy', 'Animation']",399219,tt5749224,en,"A splendid chain of unlikely encounters. Hunters, a tractor driver, a disco boy, and a corpse.",0.612191,"['FAMU', 'True Lovers']",2016-05-19,0.0,6.0,8.3
The Present,False,0,"['Animation', 'Comedy']",379779,tt3682556,en,"The short tells the story of a boy who rather spends his time indoors playing videogames instead of discovering whats waiting in front of the door. One day his Mum decides to get a little surprise for her son, which makes it hard for him to concentrate on his video game.",2.4354310000000003,,2014-04-22,0.0,4.0,8.3
The Head Vanishes,False,0,['Animation'],402536,tt5510182,fr,"Jacqueline has lost her mind a bit, but whatever, for her trip to the seaside, she has decided to take the train by herself, like a big girl!",0.135301,,2016-01-01,0.0,9.0,8.3
Duck Amuck,False,0,['Animation'],53210,tt0045708,en,"The short-tempered Daffy Duck must improvise madly as the backgrounds, his costumes, the soundtrack, even his physical form, shifts and changes at the whim of the animator.",1.988946,['Warner Bros.'],1953-02-28,0.0,7.0,8.3
Corto Maltese: Under the Sign of Capricorn,False,0,"['Adventure', 'Animation', 'Action']",60290,tt1453242,fr,"In 1916, laconic adventurer Corto Maltese is in Paramaribo, Surinam visiting his mystic female friend Java. He helps a young heir haunted by voodoo spirits, delivers some weapons to rebels in Brazil and hunts for treasure with Rasputin.",0.253285,['StudioCanal'],2002-01-01,0.0,85.0,8.3
I Am So Proud of You,False,0,"['Animation', 'Action', 'Thriller', 'Science Fiction']",32534,tt1282053,en,"Dark shadows are cast over Bill's recovery, in this second chapter to Everything will be OK.",0.472132,['Bitter Films'],2008-01-01,0.0,22.0,8.3
The Girl Without Hands,False,0,['Animation'],396899,tt5698496,fr,A poor miller gets tricked by the Devil and accidentally sells his daughter for a bit of gold. But Satan can't take her because she's too pure and has wept on her hands. So Satan orders the miller to cut her hands off. It's the beginning of the young girl's journey towards freedom.,0.251089,"['Les Films Pelléas', 'Les Films Sauvages']",2016-12-14,0.0,76.0,8.3
